  R115	CHO	+ CH4O		= CH2O	+ CH3O		1.098146e-05
  R383	NO3	+ CH3O		= CH2O	+ HNO3		4.290336e-06
  R72	CH3	+ CNO		= CH2O	+ HCN		6.272116e-07
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	2.940496e-07
  R74	CH3O	+ C2H2		= C2H3	+ CH2O		1.208718e-07
  R227	H2O2	+ CHO		= CH2O	+ HO2		7.203544e-09
  R468	O3	+ C2H4		= CH2O	+ CH2O2		3.045274e-10
  R47	CH2	+ CH3O2		= CH2O	+ CH3O		3.520296e-12
  R80	CH3O	+ CH3O2		= CH2O	+ CH4O2		2.109821e-13
  T51	CH3NO2			= CH2O	+ HNO		4.720067e-15
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	3.748943e-25
  T24	CH4O2			= CH2O	+ H2O		3.952905e-26
  T21	CH4O			= CH2O	+ H2		3.882722e-43

CH2O				LOSS RXS		INT RX RATE	TL = 4.92e+09

  P21	CH2O			= CO	+ H2		2.168206e+09
  R272	HS	+ CH2O		= H2S	+ CHO		1.463286e+09
  P20	CH2O			= CHO	+ H		1.220651e+09
  R148	H	+ CH2O		= H2	+ CHO		3.836713e+07
  R493	OH	+ CH2O		= CHO	+ H2O		1.337307e+07
  R32	CH	+ CH2O		= C2H3O			1.063669e+07
  R413	O	+ CH2O		= CHO	+ OH		6.018783e+06
  R147	H	+ CH2O		= CH3O			4.337323e+06
  R79	CH3O	+ CH2O		= CH4O	+ CHO		2.253704e+01
  R55	CH2O	+ CN		= HCN	+ CHO		1.041274e+00
  R66	CH3	+ CH2O		= CH4	+ CHO		9.314141e-01
  R56	CH2O	+ CNO		= HCNO	+ CHO		5.921976e-03
  R53	CH2O	+ C2H5		= C2H6	+ CHO		1.161601e-03
  R51	CH2O	+ C2H3		= C2H4	+ CHO		5.700099e-04
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		1.004034e-07
  R252	HO2	+ CH2O		= CHO	+ H2O2		1.034995e-09
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		1.531144e-23
  T14	CH2O			= CO	+ H2		7.803186e-28

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 4.88e+09

  R578	HSO	+ O		= OH	+ SO		1.409549e+09
  P6	H2O			= H	+ OH		1.386316e+09
  R433	O	+ H2		= H	+ OH		5.580345e+08
  R455	O(1D)	+ H2		= H	+ OH		5.167800e+08
  R426	O	+ CHO		= CO	+ OH		3.923904e+08
  R439	O	+ HNO		= OH	+ NO		2.481654e+08
  R428	O	+ CHO2		= CO2	+ OH		1.928217e+08
  R575	HSO	+ H		= HS	+ OH		1.421277e+08
  R153	H	+ CH3O		= CH3	+ OH		2.095881e+07
  R394	O	+ C2H3		= C2H2	+ OH		8.240487e+06
  R413	O	+ CH2O		= CHO	+ OH		6.018783e+06
  R323	NH2	+ O		= OH	+ NH		1.283351e+06
  R401	O	+ C2H4O		= C2H3O	+ OH		5.504829e+05
  R419	O	+ CH3O		= CH2O	+ OH		3.195922e+05
  R231	H2S	+ O		= OH	+ HS		2.305854e+05
  R404	O	+ C2H5		= C2H4	+ OH		2.219868e+05
  M16	H	+ O		= OH			1.439195e+05
  R441	O	+ HO2		= OH	+ O2		1.300855e+05
  R369	NO2	+ CHO		= NO	+ CO	+ OH	3.050931e+04
  R406	O	+ C2H6		= C2H5	+ OH		2.794333e+04
  R180	H	+ HO2		= OH	+ OH		2.608215e+04 (x2)
  R450	O(1D)	+ CH4		= CH3	+ OH		2.307897e+04
  R259	HO2	+ NO		= OH	+ NO2		1.582397e+04
  R423	O	+ CH4		= CH3	+ OH		9.050094e+03
  R263	HS	+ HO2		= OH	+ HSO		6.674438e+03
  R571	S	+ HO2		= SO	+ OH		6.434896e+03
  R448	O(1D)	+ C2H6		= C2H5	+ OH		4.020038e+03
  R274	HSO3	+ O		= OH	+ SO3		1.999731e+03
  R424	O	+ CH4O		= CH3O	+ OH		1.857817e+03
  R189	H	+ NO2		= OH	+ NO		1.600532e+03
  R456	O(1D)	+ H2O		= OH	+ OH		1.393999e+03 (x2)
  P5	HO2			= O	+ OH		1.000679e+03
  R453	O(1D)	+ CH4O		= CH3O	+ OH		5.120583e+02
  R397	O	+ C2H4		= C2H3	+ OH		4.011982e+02
  R447	O(1D)	+ C2H4		= C2H3	+ OH		3.212330e+02
  R409	O	+ CH2		= CH	+ OH		3.068092e+02
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.610223e+02
  T17	CH3O2			= CH2O	+ OH		1.451395e+02
  R215	H2O	+ C2H		= C2H2	+ OH		6.632859e+01
  R558	HSO	+ O2		= OH	+ SO2		6.488494e+01
  P14	HNO2			= NO	+ OH		2.892822e+01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	2.517433e+01
  R319	NH2	+ H2O		= OH	+ NH3		2.423198e+01
  T53	HSO3			= OH	+ SO2		1.553022e+01
  R554	SO3	+ H		= OH	+ SO2		8.477024e+00
  P7	H2O2			= OH	+ OH		3.411378e+00 (x2)
  R45	CH2	+ CH3O		= C2H4	+ OH		1.306162e+00
  R192	H	+ O3		= OH	+ O2		7.551965e-01
  R167	H	+ H2O2		= OH	+ H2O		8.634508e-02
  R190	H	+ NO3		= OH	+ NO2		7.140995e-02
  R166	H	+ H2O		= H2	+ OH		4.102697e-02
  T48	CHO2			= CO	+ OH		3.160254e-02
  P19	HNO4			= NO3	+ OH		1.134833e-02
  R268	HS	+ O2		= SO	+ OH		3.042538e-03
  P15	HNO3			= NO2	+ OH		3.030281e-03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.794867e-03
  R155	H	+ CH3O2		= CH3O	+ OH		9.178916e-04
  R342	NO	+ CH		= CN	+ OH		5.837314e-04
  R407	O	+ CH		= OH	+ C		5.759184e-04
  R305	NH	+ O		= OH	+ N		1.707258e-04
  R434	O	+ H2O2		= OH	+ HO2		1.232524e-04
  R201	NH	+ NO		= OH	+ N2		1.132993e-04
  T37	C2H5O			= C2H4	+ OH		7.701130e-05
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.332879e-05
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	1.107000e-05
  R220	H2O	+ CNO		= HCNO	+ OH		4.470635e-06
  P24	CH4O2			= CH3O	+ OH		4.022416e-06
  R461	O(1D)	+ NH3		= OH	+ NH2		3.523242e-06
  T31	C2H3O			= C2H2	+ OH		8.623938e-07
  R175	H	+ HNO2		= OH	+ HNO		5.055117e-07
  R303	NH	+ NO2		= OH	+ N2O		2.616552e-07
  R217	H2O	+ C2H5		= C2H6	+ OH		1.206826e-07
  R261	HO2	+ O3		= OH	+ O2	+ O2	4.914319e-08
  R165	H	+ CO2		= CO	+ OH		4.462192e-08
  P27	CH2O2			= CHO	+ OH		9.612130e-10
  R425	O	+ CH4O2		= CH3O2	+ OH		7.320031e-10
  R219	H2O	+ CN		= HCN	+ OH		2.509118e-10
  R248	HO2	+ C2H4		= C2H4O	+ OH		1.108234e-10
  R245	HO2	+ C2H2		= C2H2O	+ OH		1.036397e-10
  R173	H	+ HNO		= OH	+ NH		5.881529e-11
  R306	NH	+ O2		= OH	+ NO		8.839110e-12
  R437	O	+ HCNO		= CNO	+ OH		6.826495e-14
  T3	H2O2			= OH	+ OH		1.253276e-22 (x2)
  T23	CH4O2			= CH3O	+ OH		9.814735e-23
  T9	HNO2			= OH	+ NO		1.161391e-23
  T10	HNO3			= OH	+ NO2		9.859711e-25
  T20	CH4O			= CH3	+ OH		7.603177e-28
  R122	CO	+ CH3		= C2H2	+ OH		3.588994e-36
  R287	N	+ H2O		= OH	+ NH		4.579104e-38
  R188	H	+ NO		= OH	+ N		2.650752e-38
  R214	H2O	+ C		= CH	+ OH		5.148929e-45

OH				LOSS RXS		INT RX RATE	TL = 4.88e+09

  R511	OH	+ CO		= CO2	+ H		2.817662e+09
  R512	OH	+ H2		= H2O	+ H		1.801274e+09
  M39	OH	+ CO		= CHO2			2.277798e+08
  R481	OH	+ C2H2		= C2HO	+ H2		1.671776e+07
  R493	OH	+ CH2O		= CHO	+ H2O		1.337307e+07
  R483	OH	+ C2H2O		= CO	+ CH3O		3.551917e+06
  R40	NH	+ OH		= NH2	+ O		1.283351e+06
  R528	OH	+ SO		= SO2	+ H		8.274929e+05
  R502	OH	+ CH4O		= CH3O	+ H2O		5.093489e+05
  R445	O	+ OH		= O2	+ H		3.072942e+05
  R527	OH	+ S		= H	+ SO		2.392243e+05
  R491	OH	+ C2H6		= C2H5	+ H2O		1.716238e+05
  R501	OH	+ CH4		= CH3	+ H2O		1.597054e+05
  M38	OH	+ C2H4		= C2H5O			1.094125e+05
  R232	H2S	+ OH		= H2O	+ HS		8.004945e+04
  R489	OH	+ C2H4O		= C2H3O	+ H2O		7.230198e+04
  R526	OH	+ OH		= H2O	+ O		5.628110e+04 (x2)
  R496	OH	+ CH3		= CH2	+ H2O		4.188018e+04
  M18	H	+ OH		= H2O			4.035783e+04
  R574	HSO	+ OH		= H2O	+ SO		3.565192e+04
  R505	OH	+ CHO2		= CO2	+ H2O		2.919335e+04
  R482	OH	+ C2H2		= CO	+ CH3		2.542921e+04
  R504	OH	+ CHO		= CO	+ H2O		1.985791e+04
  M37	OH	+ C2H2		= C2H3O			1.222963e+04
  R477	OH	+ C2H		= CO	+ CH2		1.071394e+04
  R478	OH	+ C2H		= C2H2	+ O		1.071394e+04
  M47	SO	+ OH		= HSO2			9.469785e+03
  M50	SO2	+ OH		= HSO3			2.304900e+03
  R487	OH	+ C2H3O		= C2H2O	+ H2O		7.513910e+02
  R492	OH	+ CH2		= CH2O	+ H		5.840121e+02
  R523	OH	+ NH3		= H2O	+ NH2		5.827862e+02
  R519	OH	+ HNO		= H2O	+ NO		1.688613e+02
  R499	OH	+ CH3O		= CH2O	+ H2O		1.415236e+02
  R485	OH	+ C2H3		= C2H4O			9.589023e+01
  R486	OH	+ C2H3		= C2H2	+ H2O		9.589023e+01
  R490	OH	+ C2H5		= C2H4	+ H2O		4.129832e+01
  M42	OH	+ NO		= HNO2			2.647633e+01
  R522	OH	+ HO2		= H2O	+ O2		3.741201e+00
  M44	OH	+ OH		= H2O2			3.157236e-01 (x2)
  R488	OH	+ C2H4		= C2H3	+ H2O		1.089353e-01
  R326	NH2	+ OH		= H2O	+ NH		8.027672e-02
  R644	NH2	+ OH		= NH3	+ O		6.008511e-02
  R506	OH	+ CN		= H	+ CNO		3.268652e-02
  R566	HSO3	+ OH		= H2O	+ SO3		2.432693e-02
  R513	OH	+ H2O2		= H2O	+ HO2		2.265278e-02
  M43	OH	+ NO2		= HNO3			6.793291e-03
  R295	N	+ OH		= NO	+ H		5.987637e-03
  R520	OH	+ HNO2		= H2O	+ NO2		4.039632e-05
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.204990e-05
  R507	OH	+ CN		= O	+ HCN		9.014260e-06
  R524	OH	+ NO3		= HO2	+ NO2		1.307612e-06
  R473	OCS	+ OH		= CO2	+ HS		3.665567e-07
  M41	OH	+ HNO3		= H2O	+ NO3		3.038163e-07
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	2.940496e-07
  R517	OH	+ HCNO		= CNO	+ H2O		1.773358e-08
  R525	OH	+ O3		= HO2	+ O2		1.689313e-08
  R500	OH	+ CH3O2		= CH4O	+ O2		1.527324e-08
  R503	OH	+ CH4O2		= CH3O2	+ H2O		1.420149e-08
  R308	NH	+ OH		= H	+ HNO		5.064551e-09
  R516	OH	+ HCN		= CN	+ H2O		4.913917e-09
  R309	NH	+ OH		= H2O	+ N		2.354844e-10
  R494	OH	+ CH2O2		= CHO2	+ H2O		2.010002e-10
  R480	OH	+ C2H2		= C2H	+ H2O		6.056484e-11
  R495	OH	+ CH3		= CH3O	+ H		3.662286e-11
  R509	OH	+ CNO		= HCNO	+ O		1.530124e-11
  R479	OH	+ C2H2		= C2H2O	+ H		3.202201e-12
  R515	OH	+ HCN		= CO	+ NH2		6.993699e-13
  R556	SO3	+ OH		= HO2	+ SO2		9.688393e-40
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

************************************************************

C2H2				PRODUCTION RXS		INT RX RATE	TP = 4.35e+09

  R195	H2	+ C2H		= C2H2	+ H		2.386026e+09
  R127	H	+ C2H		= C2H2			1.717277e+09
  P59	C2H4			= C2H2	+ H	+ H	9.479593e+07
  P58	C2H4			= C2H2	+ H2		7.583674e+07
  P64	C2H6			= C2H2	+ H2	+ H2	4.040646e+07
  R132	H	+ C2H3		= C2H2	+ H2		2.155129e+07
  R394	O	+ C2H3		= C2H2	+ OH		8.240487e+06
  P57	C2H3			= C2H2	+ H		7.151705e+06
  R59	CH3	+ C2H3		= CH4	+ C2H2		1.539143e+06
  R91	CH4	+ C2H		= C2H2	+ CH3		4.438842e+05
  R12	C2H	+ C2H6		= C2H2	+ C2H5		2.426183e+05
  R14	C2H	+ CH4O		= C2H2	+ CH3O		2.510235e+04
  R617	C2H3	+ C2H3		= C2H4	+ C2H2		2.170729e+04
  R478	OH	+ C2H		= C2H2	+ O		1.071394e+04
  R22	C2H5	+ C2H3		= C2H6	+ C2H2		8.026625e+03
  R31	CH	+ CH		= C2H2			1.641479e+03
  R486	OH	+ C2H3		= C2H2	+ H2O		9.589023e+01
  R215	H2O	+ C2H		= C2H2	+ OH		6.632859e+01
  R36	CH2	+ C2H3		= C2H2	+ CH3		3.849967e+01
  R108	CHO	+ C2H		= C2H2	+ CO		2.318744e+01
  R34	CH2	+ C2H		= C2H2	+ CH		6.414528e+00
  R73	CH3O	+ C2H		= CH2O	+ C2H2		3.178225e+00
  R278	N	+ C2H3		= C2H2	+ NH		2.276571e-01
  R9	C2H	+ C2H3		= C2H2	+ C2H2		1.807245e-02 (x2)
  R11	C2H	+ C2H5		= C2H4	+ C2H2		1.151133e-02
  T31	C2H3O			= C2H2	+ OH		8.623938e-07
  T25	C2H3			= C2H2	+ H		6.049335e-23
  T26	C2H4			= C2H2	+ H2		2.482694e-35
  R122	CO	+ CH3		= C2H2	+ OH		3.588994e-36

C2H2				LOSS RXS		INT RX RATE	TL = 4.35e+09

  P56	C2H2			= C2H	+ H		4.104037e+09
  M7	H	+ C2H2		= C2H3			1.244982e+08
  R92	CH4	+ C2H2		= C2H3	+ CH3		9.979350e+07
  R481	OH	+ C2H2		= C2HO	+ H2		1.671776e+07
  R391	O	+ C2H2		= CO	+ CH2		4.732950e+06
  R16	C2H2	+ C2H6		= C2H5	+ C2H3		3.754450e+06
  R482	OH	+ C2H2		= CO	+ CH3		2.542921e+04
  M37	OH	+ C2H2		= C2H3O			1.222963e+04
  R390	O	+ C2H2		= H	+ C2HO		6.792587e+03
  R17	C2H2	+ CN		= HCN	+ C2H		7.352957e+02
  R311	NH2	+ C2H2		= C2H	+ NH3		2.242329e-05
  R74	CH3O	+ C2H2		= C2H3	+ CH2O		1.208718e-07
  R245	HO2	+ C2H2		= C2H2O	+ OH		1.036397e-10
  R480	OH	+ C2H2		= C2H	+ H2O		6.056484e-11
  R479	OH	+ C2H2		= C2H2O	+ H		3.202201e-12
  R421	O3	+ C2H2		= CO	+ CH2O2		2.926274e-14
  R57	CH3	+ C2H2		= CH4	+ C2H		1.673137e-14
  R129	H	+ C2H2		= C2H	+ H2		8.118300e-16
  R244	HO2	+ C2H2		= C2H3	+ O2		6.100758e-19
  R15	C2H2	+ C2H5		= C2H6	+ C2H		1.559142e-26
  R196	H2	+ C2H2		= C2H4			3.584315e-29
  R41	H2	+ C2H2		= C2H3	+ H		1.317255e-48
  R120	CO	+ C2H2		= C2H	+ CHO		9.945276e-82

************************************************************

C2H				PRODUCTION RXS		INT RX RATE	TP = 4.10e+09

  P56	C2H2			= C2H	+ H		4.104037e+09
  R17	C2H2	+ CN		= HCN	+ C2H		7.352957e+02
  R311	NH2	+ C2H2		= C2H	+ NH3		2.242329e-05
  R480	OH	+ C2H2		= C2H	+ H2O		6.056484e-11
  R57	CH3	+ C2H2		= CH4	+ C2H		1.673137e-14
  R129	H	+ C2H2		= C2H	+ H2		8.118300e-16
  R15	C2H2	+ C2H5		= C2H6	+ C2H		1.559142e-26
  R608	C2	+ CH4		= C2H	+ CH3		1.032642e-30
  R120	CO	+ C2H2		= C2H	+ CHO		9.945276e-82

C2H				LOSS RXS		INT RX RATE	TL = 4.10e+09

  R195	H2	+ C2H		= C2H2	+ H		2.386026e+09
  R127	H	+ C2H		= C2H2			1.717277e+09
  R91	CH4	+ C2H		= C2H2	+ CH3		4.438842e+05
  R12	C2H	+ C2H6		= C2H2	+ C2H5		2.426183e+05
  R14	C2H	+ CH4O		= C2H2	+ CH3O		2.510235e+04
  R477	OH	+ C2H		= CO	+ CH2		1.071394e+04
  R478	OH	+ C2H		= C2H2	+ O		1.071394e+04
  R389	O	+ C2H		= CO	+ CH		1.222911e+03
  R215	H2O	+ C2H		= C2H2	+ OH		6.632859e+01
  R108	CHO	+ C2H		= C2H2	+ CO		2.318744e+01
  R34	CH2	+ C2H		= C2H2	+ CH		6.414528e+00
  R546	SO2	+ C2H		= CO	+ OCS	+ H	4.411586e+00
  R73	CH3O	+ C2H		= CH2O	+ C2H2		3.178225e+00
  R9	C2H	+ C2H3		= C2H2	+ C2H2		1.807245e-02
  R11	C2H	+ C2H5		= C2H4	+ C2H2		1.151133e-02
  R333	NO	+ C2H		= HCN	+ CO		4.371260e-04
  R356	NO2	+ C2H		= C2HO	+ NO		1.514010e-08
  R13	C2H	+ CH3O2		= CH3O	+ C2HO		6.713215e-11
  R128	H	+ C2H		= H2	+ C2		1.032642e-30

************************************************************

O				PRODUCTION RXS		INT RX RATE	TP = 4.08e+09

  P36	CO2			= CO	+ O		3.815663e+09
  P51	SO			= S	+ O		9.399961e+07
  P46	SO2			= SO	+ O		7.795941e+07
  P35	CO			= C	+ O		4.347557e+07
  P49	HSO			= HS	+ O		2.923595e+07
  R458	O(1D)	+ N2		= O	+ N2		2.046477e+07
  R40	NH	+ OH		= NH2	+ O		1.283351e+06
  R6	C	+ O2		= CO	+ O		2.900199e+05
  P44	NO			= N	+ O		9.348877e+04
  R536	S	+ O2		= SO	+ O		9.144647e+04
  R454	O(1D)	+ CO2		= CO2	+ O		7.147905e+04
  R526	OH	+ OH		= H2O	+ O		5.628110e+04
  P8	NO2			= NO	+ O		1.702966e+04
  R478	OH	+ C2H		= C2H2	+ O		1.071394e+04
  P5	HO2			= O	+ OH		1.000679e+03
  R181	H	+ HO2		= O	+ H2O		5.796034e+02
  P2	O2			= O	+ O(1D)		4.501861e+02
  P30	SO3			= SO2	+ O		3.877717e+02
  P10	NO3			= NO2	+ O		5.208881e+01
  P1	O2			= O	+ O		3.590609e+01 (x2)
  R291	N	+ NO		= O	+ N2		2.687982e+01
  P3	O3			= O2	+ O		5.384008e+00
  R332	NO	+ C		= CN	+ O		8.705081e-02
  R544	SO	+ O2		= SO2	+ O		8.249533e-02
  R644	NH2	+ OH		= NH3	+ O		6.008511e-02
  P16	HNO3			= HNO2	+ O		2.235214e-03
  T44	HSO2			= O	+ HSO		1.755628e-03
  R292	N	+ NO2		= N2O	+ O		1.161960e-03
  R464	O(1D)	+ O2		= O	+ O2		8.940613e-04
  R341	NO	+ CH		= O	+ HCN		5.712227e-04
  R507	OH	+ CN		= O	+ HCN		9.014260e-06
  R352	NO	+ CNO		= CO	+ N2	+ O	2.932664e-06
  P13	N2O5			= NO3	+ NO	+ O	7.217682e-07
  R540	CS	+ O2		= OCS	+ O		1.686615e-08
  R562	SO21	+ O2		= O	+ SO3		8.400749e-11
  R293	N	+ O2		= NO	+ O		4.951480e-11
  R164	H	+ CNO		= HCN	+ O		4.663167e-11
  R509	OH	+ CNO		= HCNO	+ O		1.530124e-11
  R466	O(1D)	+ O3		= O2	+ O	+ O	4.239794e-15 (x2)
  T1	O3			= O2	+ O		4.418677e-17
  R307	NH	+ O2		= O	+ HNO		2.663886e-19
  R174	H	+ HNO		= NH2	+ O		4.006603e-20
  T4	N2O			= N2	+ O		1.706291e-22
  T5	NO2			= NO	+ O		3.569567e-44
  T41	SO3			= SO2	+ O		1.126831e-51
  R187	H	+ NO		= NH	+ O		6.992871e-54

O				LOSS RXS		INT RX RATE	TL = 4.08e+09

  R578	HSO	+ O		= OH	+ SO		1.409549e+09
  R433	O	+ H2		= H	+ OH		5.580345e+08
  R426	O	+ CHO		= CO	+ OH		3.923904e+08
  R427	O	+ CHO		= CO2	+ H		3.923904e+08
  M31	O	+ CO		= CO2			3.289181e+08
  R266	HS	+ O		= H	+ SO		2.613170e+08
  R439	O	+ HNO		= OH	+ NO		2.481654e+08
  R428	O	+ CHO2		= CO2	+ OH		1.928217e+08
  R415	O	+ CH3		= CH2O	+ H		1.078210e+08
  M46	SO	+ O		= SO2			5.788104e+07
  R416	O	+ CH3		= CO	+ H2	+ H	4.405260e+07
  R398	O	+ C2H4		= CH3	+ CHO		1.871588e+07
  R400	O	+ C2H4		= CH2O	+ CH2		9.350110e+06
  R396	O	+ C2H4		= C2H3O	+ H		8.471109e+06
  R322	NH2	+ O		= H	+ HNO		8.264338e+06
  R393	O	+ C2H3		= C2H3O			8.240487e+06
  R394	O	+ C2H3		= C2H2	+ OH		8.240487e+06
  R395	O	+ C2H3		= C2H2O	+ H		7.081841e+06
  R413	O	+ CH2O		= CHO	+ OH		6.018783e+06
  R391	O	+ C2H2		= CO	+ CH2		4.732950e+06
  R402	O	+ C2H5		= C2H5O			2.219868e+06
  R403	O	+ C2H5		= C2H4O	+ H		1.381281e+06
  R323	NH2	+ O		= OH	+ NH		1.283351e+06
  R399	O	+ C2H4		= C2H2O	+ H2		1.210158e+06
  R324	NH2	+ O		= H2	+ NO		9.182598e+05
  R446	O	+ S2		= S	+ SO		5.645361e+05
  R401	O	+ C2H4O		= C2H3O	+ OH		5.504829e+05
  R419	O	+ CH3O		= CH2O	+ OH		3.195922e+05
  R445	O	+ OH		= O2	+ H		3.072942e+05
  R405	O	+ C2H5		= CH2O	+ CH3		2.772947e+05
  R231	H2S	+ O		= OH	+ HS		2.305854e+05
  R404	O	+ C2H5		= C2H4	+ OH		2.219868e+05
  M32	O	+ NO		= NO2			1.688641e+05
  M16	H	+ O		= OH			1.439195e+05
  R441	O	+ HO2		= OH	+ O2		1.300855e+05
  R420	O	+ CH3O		= CH3	+ O2		1.141401e+05
  M49	SO2	+ O		= SO3			9.136553e+04
  R414	O	+ CH3		= CH3O			3.037502e+04
  R406	O	+ C2H6		= C2H5	+ OH		2.794333e+04
  M34	O	+ O		= O2			1.416021e+04 (x2)
  R423	O	+ CH4		= CH3	+ OH		9.050094e+03
  R390	O	+ C2H2		= H	+ C2HO		6.792587e+03
  R411	O	+ CH2		= CO	+ H	+ H	5.113487e+03
  R408	O	+ CH		= CO	+ H		4.351459e+03
  R442	O	+ NO2		= NO	+ O2		3.340831e+03
  R412	O	+ CH2		= CO	+ H2		3.110704e+03
  R274	HSO3	+ O		= OH	+ SO3		1.999731e+03
  R424	O	+ CH4O		= CH3O	+ OH		1.857817e+03
  R389	O	+ C2H		= CO	+ CH		1.222911e+03
  R397	O	+ C2H4		= C2H3	+ OH		4.011982e+02
  R409	O	+ CH2		= CH	+ OH		3.068092e+02
  M33	O	+ NO2		= NO3			5.933403e+01
  M35	O	+ O2		= O3			1.080714e+01
  R125	CS	+ O		= CO	+ S		3.813581e+00
  R392	O	+ C2H2N		= CH2O	+ CN		1.176229e+00
  R443	O	+ NO3		= NO2	+ O2		5.231375e-02
  R435	O	+ HCN		= H	+ CNO		6.251833e-03
  M26	N	+ O		= NO			3.914926e-03
  R436	O	+ HCN		= CO	+ NH		2.679357e-03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.794867e-03
  R304	NH	+ O		= NO	+ H		1.707258e-03
  R430	O	+ CN		= CO	+ N		6.847653e-04
  R407	O	+ CH		= OH	+ C		5.759184e-04
  R475	OCS	+ O		= CO	+ SO		1.970972e-04
  R305	NH	+ O		= OH	+ N		1.707258e-04
  R434	O	+ H2O2		= OH	+ HO2		1.232524e-04
  R431	O	+ CNO		= CO	+ NO		1.030780e-04
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.332879e-05
  R444	O	+ O3		= O2	+ O2		5.539121e-06
  R422	O	+ CH3O2		= CH3O	+ O2		4.897638e-08
  R440	O	+ HNO4		= HNO3	+ O2		3.202471e-09
  R425	O	+ CH4O2		= CH3O2	+ OH		7.320031e-10
  R438	O	+ HCNO		= CO2	+ NH		1.083304e-10
  R432	O	+ CNO		= CN	+ O2		4.290328e-13
  R553	SO2	+ O		= SO	+ O2		2.077535e-13
  R437	O	+ HCNO		= CNO	+ OH		6.826495e-14
  R555	SO3	+ O		= SO2	+ O2		2.594101e-38
  R429	O	+ CN		= C	+ NO		2.441889e-40
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 3.73e+09

  R511	OH	+ CO		= CO2	+ H		2.817662e+09
  R427	O	+ CHO		= CO2	+ H		3.923904e+08
  M31	O	+ CO		= CO2			3.289181e+08
  R428	O	+ CHO2		= CO2	+ OH		1.928217e+08
  R454	O(1D)	+ CO2		= CO2	+ O		7.147905e+04
  R645	O2	+ CHO2		= HO2	+ CO2		3.375610e+04
  R505	OH	+ CHO2		= CO2	+ H2O		2.919335e+04
  R370	NO2	+ CHO		= NO	+ CO2	+ H	5.552206e+02
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.610223e+02
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	3.127949e+01
  T49	CHO2			= CO2	+ H		1.374986e-01
  R337	NO	+ C2HO		= HCN	+ CO2		6.225077e-04
  R351	NO	+ CNO		= CO2	+ N2		5.130621e-06
  R473	OCS	+ OH		= CO2	+ HS		3.665567e-07
  R360	NO2	+ C2HO		= CO2	+ HCNO		2.266882e-09
  R457	O(1D)	+ HCNO		= CO2	+ NH		2.168378e-09
  R374	NO2	+ CNO		= CO2	+ N2O		5.615599e-10
  R438	O	+ HCNO		= CO2	+ NH		1.083304e-10
  R373	NO2	+ CN		= CO2	+ N2		5.261997e-13
  T15	CH2O2			= CO2	+ H2		8.560068e-41

CO2				LOSS RXS		INT RX RATE	TL = 4.36e+09

  P36	CO2			= CO	+ O		3.815663e+09
  P37	CO2			= CO	+ O(1D)		5.373511e+08
  R123	CO2	+ CH2		= CH2O	+ CO		6.380749e+06
  R572	S	+ CO2		= SO	+ CO		2.914229e+06
  R454	O(1D)	+ CO2		= CO2	+ O		7.147905e+04
  R165	H	+ CO2		= CO	+ OH		4.462192e-08
  R124	CO2	+ CN		= CNO	+ CO		1.517373e-32

************************************************************

HS				PRODUCTION RXS		INT RX RATE	TP = 2.67e+09

  P45	H2S			= HS	+ H		2.245991e+09
  R569	S	+ CHO		= HS	+ CO		1.883538e+08
  R575	HSO	+ H		= HS	+ OH		1.421277e+08
  R579	HSO	+ S		= HS	+ SO		4.737902e+07
  P49	HSO			= HS	+ O		2.923595e+07
  R230	H2S	+ H		= H2	+ HS		1.658816e+07
  R231	H2S	+ O		= OH	+ HS		2.305854e+05
  R232	H2S	+ OH		= H2O	+ HS		8.004945e+04
  R570	S	+ HO2		= HS	+ O2		6.434896e+03
  R229	H2S	+ CH2		= HS	+ CH3		3.157881e+02
  R271	HSO	+ O3		= HS	+ O2	+ O2	6.109365e-02
  R228	H2S	+ CH		= HS	+ CH2		1.925776e-02
  R4	C	+ H2S		= CH	+ HS		7.089619e-04
  R473	OCS	+ OH		= CO2	+ HS		3.665567e-07
  T59	H2S			= HS	+ H		4.495880e-24

HS				LOSS RXS		INT RX RATE	TL = 2.67e+09

