  M9	H	+ C2H4		= C2H5			3.919022e+08
  R189	H	+ NO2		= OH	+ NO		2.752987e+08
  M12	H	+ CO		= CHO			2.447694e+08
  R162	H	+ CHO		= CO	+ H2		2.362734e+08
  M13	H	+ H		= H2			1.277757e+08 (x2)
  R146	H	+ CH2		= CH	+ H2		1.101037e+08
  R157	H	+ CH4		= CH3	+ H2		7.731535e+07
  R148	H	+ CH2O		= H2	+ CHO		7.429013e+07
  R230	H2S	+ H		= H2	+ HS		4.682435e+07
  M58	H	+ C2H5		= C2H6			4.109685e+07
  R145	H	+ CH		= C	+ H2		1.999230e+07
  R140	H	+ C2H5		= CH3	+ CH3		1.667120e+07
  R147	H	+ CH2O		= CH3O			1.342463e+07
  R133	H	+ C2H3O		= CHO	+ CH3		8.772216e+06
  R143	H	+ C2H6		= C2H5	+ H2		6.774159e+06
  R134	H	+ C2H3O		= C2H2O	+ H2		4.784845e+06
  R130	H	+ C2H2O		= CO	+ CH3		3.072798e+06
  M48	SO2	+ H		= HSO2			3.009199e+06
  M57	H	+ CH3		= CH4			2.599142e+06
  R142	H	+ C2H5O		= C2H4O	+ H2		2.436817e+06
  R152	H	+ CH3O		= CH4O			2.041514e+06
  M15	H	+ NO		= HNO			1.722492e+06
  R138	H	+ C2H4O		= CH4	+ CHO		1.363760e+06
  R167	H	+ H2O2		= OH	+ H2O		1.228328e+06
  R153	H	+ CH3O		= CH3	+ OH		1.154557e+06
  M18	H	+ OH		= H2O			9.574454e+05
  R137	H	+ C2H4O		= C2H3O	+ H2		8.384597e+05
  R141	H	+ C2H5		= C2H4	+ H2		8.335598e+05
  R172	H	+ HNO		= H2	+ NO		7.680104e+05
  R168	H	+ H2O2		= H2	+ HO2		1.292044e+05
  R154	H	+ CH3O		= CH2O	+ H2		7.215983e+04
  R575	HSO	+ H		= HS	+ OH		2.677819e+04
  R190	H	+ NO3		= OH	+ NO2		1.935270e+04
  R159	H	+ CH4O		= CH3O	+ H2		8.782681e+03
  R150	H	+ CH3NO2	= CH4O	+ NO		5.368572e+03
  R136	H	+ C2H4O		= C2H5O			2.907487e+03
  R576	HSO	+ H		= H2	+ SO		2.380283e+03
  M51	H	+ SO		= HSO			2.373195e+03
  R560	HS	+ H		= H2	+ S		1.699231e+03
  R175	H	+ HNO2		= OH	+ HNO		1.495496e+03
  R161	H	+ CH4O2		= H2	+ CH3O2		1.448375e+03
  M10	H	+ CHO		= CH2O			1.290306e+03
  R160	H	+ CH4O2		= CH3O	+ H2O		1.200366e+03
  R177	H	+ HNO2		= H2O	+ NO		5.396005e+02
  R127	H	+ C2H		= C2H2			3.724725e+02
  R554	SO3	+ H		= OH	+ SO2		3.199669e+02
  M56	H	+ CH2		= CH3			2.971159e+02
  R171	H	+ HCNO		= CO	+ NH2		2.967458e+02
  R131	H	+ C2H3		= C2H4			8.547972e+01
  M7	H	+ C2H2		= C2H3			5.876396e+01
  R176	H	+ HNO2		= H2	+ NO2		3.187886e+01
  R132	H	+ C2H3		= C2H2	+ H2		9.404339e+00
  R567	HSO3	+ H		= H2	+ SO3		9.402753e+00
  R166	H	+ H2O		= H2	+ OH		6.372663e+00
  R155	H	+ CH3O2		= CH3O	+ OH		5.524468e+00
  M23	N	+ H		= NH			4.804528e+00
  R163	H	+ CNO		= CO	+ NH		6.985410e-02
  R165	H	+ CO2		= CO	+ OH		5.833374e-02
  M14	H	+ NH2		= NH3			1.499060e-02
  R135	H	+ C2H4		= C2H3	+ H2		2.132748e-03
  R178	H	+ HNO3		= H2O	+ NO2		3.694135e-04
  R641	N2H3	+ H		= NH2	+ NH2		4.788300e-05
  M11	H	+ CN		= HCN			7.085198e-06
  R173	H	+ HNO		= OH	+ NH		3.255594e-06
  R186	H	+ NH3		= H2	+ NH2		3.002900e-06
  R639	N2H4	+ H		= N2H3	+ H2		1.746053e-06
  R169	H	+ HCNO		= H2	+ CNO		9.435485e-08
  R149	H	+ CH3		= CH2	+ H2		7.300891e-08
  R179	H	+ HNO3		= H2	+ NO3		1.349094e-09
  R164	H	+ CNO		= HCN	+ O		5.126539e-10
  R156	H	+ CH3O2		= CH4	+ O2		3.040306e-15
  R174	H	+ HNO		= NH2	+ O		2.336025e-15
  R183	H	+ N2O		= NO	+ NH		5.667275e-19
  R129	H	+ C2H2		= C2H	+ H2		1.209460e-19
  R188	H	+ NO		= OH	+ N		6.785331e-31
  R128	H	+ C2H		= H2	+ C2		4.488307e-34
  R187	H	+ NO		= NH	+ O		1.763524e-46
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R104	CH4S	+ H		= H2	+ CH3S		0.000000e+00

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 2.27e+11

  R441	O	+ HO2		= OH	+ O2		8.007286e+10
  R180	H	+ HO2		= OH	+ OH		3.214632e+10 (x2)
  R192	H	+ O3		= OH	+ O2		3.153378e+10
  M16	H	+ O		= OH			1.816324e+10
  T17	CH3O2			= CH2O	+ OH		1.177253e+10
  R413	O	+ CH2O		= CHO	+ OH		6.925697e+09
  R259	HO2	+ NO		= OH	+ NO2		4.481364e+09
  R426	O	+ CHO		= CO	+ OH		3.184764e+09
  P7	H2O2			= OH	+ OH		1.348838e+09 (x2)
  R423	O	+ CH4		= CH3	+ OH		1.276790e+09
  R433	O	+ H2		= H	+ OH		1.060736e+09
  R455	O(1D)	+ H2		= H	+ OH		4.131786e+08
  P14	HNO2			= NO	+ OH		2.821415e+08
  R189	H	+ NO2		= OH	+ NO		2.752987e+08
  P6	H2O			= H	+ OH		2.433502e+08
  R406	O	+ C2H6		= C2H5	+ OH		1.990654e+08
  R450	O(1D)	+ CH4		= CH3	+ OH		1.025300e+08
  R401	O	+ C2H4O		= C2H3O	+ OH		7.468269e+07
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	5.458241e+07
  R439	O	+ HNO		= OH	+ NO		2.498136e+07
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.461444e+07
  R404	O	+ C2H5		= C2H4	+ OH		2.247528e+07
  R409	O	+ CH2		= CH	+ OH		2.075814e+07
  R419	O	+ CH3O		= CH2O	+ OH		1.987176e+07
  P5	HO2			= O	+ OH		1.386819e+07
  R558	HSO	+ O2		= OH	+ SO2		8.392019e+06
  P19	HNO4			= NO3	+ OH		8.081930e+06
  R231	H2S	+ O		= OH	+ HS		3.292520e+06
  R456	O(1D)	+ H2O		= OH	+ OH		2.162203e+06 (x2)
  R369	NO2	+ CHO		= NO	+ CO	+ OH	1.658708e+06
  R424	O	+ CH4O		= CH3O	+ OH		1.565569e+06
  R167	H	+ H2O2		= OH	+ H2O		1.228328e+06
  R153	H	+ CH3O		= CH3	+ OH		1.154557e+06
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	8.589610e+05
  R263	HS	+ HO2		= OH	+ HSO		6.595396e+05
  R448	O(1D)	+ C2H6		= C2H5	+ OH		5.665338e+05
  P24	CH4O2			= CH3O	+ OH		5.037869e+05
  R434	O	+ H2O2		= OH	+ HO2		4.428031e+05
  R578	HSO	+ O		= OH	+ SO		1.071460e+05
  R428	O	+ CHO2		= CO2	+ OH		6.319878e+04
  R575	HSO	+ H		= HS	+ OH		2.677819e+04
  P27	CH2O2			= CHO	+ OH		2.300485e+04
  R190	H	+ NO3		= OH	+ NO2		1.935270e+04
  P15	HNO3			= NO2	+ OH		1.606282e+04
  R397	O	+ C2H4		= C2H3	+ OH		1.438715e+04
  R453	O(1D)	+ CH4O		= CH3O	+ OH		7.411315e+03
  R425	O	+ CH4O2		= CH3O2	+ OH		4.799224e+03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	2.698852e+03
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	2.335063e+03
  R175	H	+ HNO2		= OH	+ HNO		1.495496e+03
  R268	HS	+ O2		= SO	+ OH		1.294267e+03
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	8.216698e+02
  T37	C2H5O			= C2H4	+ OH		7.704695e+02
  R407	O	+ CH		= OH	+ C		3.219604e+02
  R554	SO3	+ H		= OH	+ SO2		3.199669e+02
  R394	O	+ C2H3		= C2H2	+ OH		3.172366e+02
  R323	NH2	+ O		= OH	+ NH		3.662073e+01
  R274	HSO3	+ O		= OH	+ SO3		3.284224e+01
  T53	HSO3			= OH	+ SO2		1.986130e+01
  R248	HO2	+ C2H4		= C2H4O	+ OH		7.870867e+00
  R571	S	+ HO2		= SO	+ OH		7.654708e+00
  R166	H	+ H2O		= H2	+ OH		6.372663e+00
  R155	H	+ CH3O2		= CH3O	+ OH		5.524468e+00
  R217	H2O	+ C2H5		= C2H6	+ OH		2.063715e+00
  R342	NO	+ CH		= CN	+ OH		1.993679e+00
  R447	O(1D)	+ C2H4		= C2H3	+ OH		1.684427e+00
  R165	H	+ CO2		= CO	+ OH		5.833374e-02
  R319	NH2	+ H2O		= OH	+ NH3		1.416787e-02
  R220	H2O	+ CNO		= HCNO	+ OH		4.618374e-03
  R45	CH2	+ CH3O		= C2H4	+ OH		2.121915e-04
  T31	C2H3O			= C2H2	+ OH		8.948049e-05
  R461	O(1D)	+ NH3		= OH	+ NH2		7.494490e-05
  R215	H2O	+ C2H		= C2H2	+ OH		6.414939e-05
  R305	NH	+ O		= OH	+ N		3.649475e-05
  R303	NH	+ NO2		= OH	+ N2O		4.925399e-06
  R437	O	+ HCNO		= CNO	+ OH		3.784099e-06
  R173	H	+ HNO		= OH	+ NH		3.255594e-06
  R306	NH	+ O2		= OH	+ NO		2.824889e-06
  T23	CH4O2			= CH3O	+ OH		2.301909e-06
  R201	NH	+ NO		= OH	+ N2		1.191086e-06
  T48	CHO2			= CO	+ OH		3.659590e-07
  T3	H2O2			= OH	+ OH		1.769059e-09 (x2)
  T9	HNO2			= OH	+ NO		6.064565e-10
  R245	HO2	+ C2H2		= C2H2O	+ OH		2.058775e-10
  R219	H2O	+ CN		= HCN	+ OH		3.267584e-11
  T10	HNO3			= OH	+ NO2		1.193685e-12
  T20	CH4O			= CH3	+ OH		6.564290e-28
  R287	N	+ H2O		= OH	+ NH		1.433348e-28
  R188	H	+ NO		= OH	+ N		6.785331e-31
  R122	CO	+ CH3		= C2H2	+ OH		1.397442e-36
  R214	H2O	+ C		= CH	+ OH		3.201292e-46

OH				LOSS RXS		INT RX RATE	TL = 2.27e+11

  R445	O	+ OH		= O2	+ H		1.328200e+11
  R511	OH	+ CO		= CO2	+ H		7.337056e+10
  R501	OH	+ CH4		= CH3	+ H2O		1.286085e+10
  R512	OH	+ H2		= H2O	+ H		6.218440e+09
  R491	OH	+ C2H6		= C2H5	+ H2O		9.813914e+08
  M39	OH	+ CO		= CHO2			8.155192e+08
  R493	OH	+ CH2O		= CHO	+ H2O		7.857930e+07
  R522	OH	+ HO2		= H2O	+ O2		4.146192e+07
  R489	OH	+ C2H4O		= C2H3O	+ H2O		3.931578e+07
  R513	OH	+ H2O2		= H2O	+ HO2		2.140675e+07
  R232	H2S	+ OH		= H2O	+ HS		6.565810e+06
  M50	SO2	+ OH		= HSO3			2.842040e+06
  R483	OH	+ C2H2O		= CO	+ CH3O		2.427509e+06
  M38	OH	+ C2H4		= C2H5O			2.298272e+06
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	9.960516e+05
  M18	H	+ OH		= H2O			9.574454e+05
  M43	OH	+ NO2		= HNO3			6.577000e+05
  R528	OH	+ SO		= SO2	+ H		5.761141e+05
  R526	OH	+ OH		= H2O	+ O		4.014068e+05 (x2)
  M47	SO	+ OH		= HSO2			2.085522e+05
  R502	OH	+ CH4O		= CH3O	+ H2O		1.658972e+05
  M42	OH	+ NO		= HNO2			1.278076e+05
  R490	OH	+ C2H5		= C2H4	+ H2O		1.215351e+05
  R503	OH	+ CH4O2		= CH3O2	+ H2O		7.241843e+04
  R520	OH	+ HNO2		= H2O	+ NO2		5.749874e+04
  R525	OH	+ O3		= HO2	+ O2		3.439288e+04
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.637010e+04
  R519	OH	+ HNO		= H2O	+ NO		1.299851e+04
  R504	OH	+ CHO		= CO	+ H2O		2.808909e+03
  M41	OH	+ HNO3		= H2O	+ NO3		1.791862e+03
  R494	OH	+ CH2O2		= CHO2	+ H2O		1.159516e+03
  R295	N	+ OH		= NO	+ H		8.368653e+02
  R574	HSO	+ OH		= H2O	+ SO		4.494671e+02
  M44	OH	+ OH		= H2O2			1.829031e+02 (x2)
  R505	OH	+ CHO2		= CO2	+ H2O		1.688559e+02
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	1.265581e+02
  R524	OH	+ NO3		= HO2	+ NO2		8.402714e+01
  R40	NH	+ OH		= NH2	+ O		4.598180e+01
  R481	OH	+ C2H2		= C2HO	+ H2		3.916891e+01
  R496	OH	+ CH3		= CH2	+ H2O		1.749842e+01
  R499	OH	+ CH3O		= CH2O	+ H2O		6.134222e+00
  R492	OH	+ CH2		= CH2O	+ H		4.193671e+00
  R488	OH	+ C2H4		= C2H3	+ H2O		1.567119e+00
  M37	OH	+ C2H2		= C2H3O			6.655121e-01
  R523	OH	+ NH3		= H2O	+ NH2		5.978636e-01
  R482	OH	+ C2H2		= CO	+ CH3		4.963456e-02
  R566	HSO3	+ OH		= H2O	+ SO3		4.533505e-02
  R517	OH	+ HCNO		= CNO	+ H2O		3.830877e-02
  R485	OH	+ C2H3		= C2H4O			3.091929e-02
  R486	OH	+ C2H3		= C2H2	+ H2O		3.091929e-02
  R527	OH	+ S		= H	+ SO		1.724987e-02
  R500	OH	+ CH3O2		= CH4O	+ O2		1.014498e-02
  R477	OH	+ C2H		= CO	+ CH2		1.150193e-04
  R478	OH	+ C2H		= C2H2	+ O		1.150193e-04
  R326	NH2	+ OH		= H2O	+ NH		9.961983e-05
  R644	NH2	+ OH		= NH3	+ O		6.866667e-05
  R506	OH	+ CN		= H	+ CNO		4.231383e-05
  R516	OH	+ HCN		= CN	+ H2O		1.800231e-07
  R507	OH	+ CN		= O	+ HCN		1.993892e-08
  R473	OCS	+ OH		= CO2	+ HS		7.315277e-10
  R495	OH	+ CH3		= CH3O	+ H		5.291286e-10
  R515	OH	+ HCN		= CO	+ NH2		7.349505e-11
  R509	OH	+ CNO		= HCNO	+ O		4.549303e-11
  R308	NH	+ OH		= H	+ HNO		1.558571e-11
  R309	NH	+ OH		= H2O	+ N		1.220996e-12
  R480	OH	+ C2H2		= C2H	+ H2O		4.636676e-15
  R479	OH	+ C2H2		= C2H2O	+ H		3.503671e-16
  R556	SO3	+ OH		= HO2	+ SO2		5.235724e-29
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 1.33e+11

  M17	H	+ O2		= HO2			1.245485e+11
  T13	HNO4			= HO2	+ NO2		5.564880e+09
  R118	CHO	+ O2		= CO	+ HO2		1.497820e+09
  R645	O2	+ CHO2		= HO2	+ CO2		8.165856e+08
  R81	CH3O	+ O2		= CH2O	+ HO2		2.867682e+08
  R26	C2H5O	+ O2		= C2H4O	+ HO2		2.070516e+08
  R273	HSO2	+ O2		= HO2	+ SO2		1.414878e+08
  R223	H2O2	+ C2H5		= C2H6	+ HO2		6.003342e+07
  P18	HNO4			= NO2	+ HO2		3.211625e+07
  R513	OH	+ H2O2		= H2O	+ HO2		2.140675e+07
  R224	H2O2	+ CH3		= CH4	+ HO2		3.255504e+06
  R275	HSO3	+ O2		= HO2	+ SO3		2.841973e+06
  R434	O	+ H2O2		= OH	+ HO2		4.428031e+05
  R168	H	+ H2O2		= H2	+ HO2		1.292044e+05
  R525	OH	+ O3		= HO2	+ O2		3.439288e+04
  R221	H2O2	+ C2H3		= C2H4	+ HO2		4.625863e+02
  R524	OH	+ NO3		= HO2	+ NO2		8.402714e+01
  R225	H2O2	+ CH3O		= CH4O	+ HO2		8.433820e+00
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		1.651757e-01
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.221344e-01
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		9.916796e-06
  T11	HNO3			= HO2	+ NO		2.718830e-12
  R556	SO3	+ OH		= HO2	+ SO2		5.235724e-29

HO2				LOSS RXS		INT RX RATE	TL = 1.33e+11

  R441	O	+ HO2		= OH	+ O2		8.007286e+10
  R180	H	+ HO2		= OH	+ OH		3.214632e+10
  M20	HO2	+ NO2		= HNO4			5.909001e+09
  R259	HO2	+ NO		= OH	+ NO2		4.481364e+09
  R182	H	+ HO2		= H2	+ O2		3.080689e+09
  R257	HO2	+ HO2		= H2O2	+ O2		1.621589e+09 (x2)
  M19	HO2	+ HO2		= H2O2	+ O2		1.586640e+09 (x2)
  R181	H	+ HO2		= O	+ H2O		7.143627e+08
  R250	HO2	+ C2H5		= C2H4	+ H2O2		9.922569e+07
  R251	HO2	+ C2H5		= C2H6	+ O2		9.922569e+07
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	5.458241e+07
  R522	OH	+ HO2		= H2O	+ O2		4.146192e+07
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.461444e+07
  P5	HO2			= O	+ OH		1.386819e+07
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	8.589610e+05
  R263	HS	+ HO2		= OH	+ HSO		6.595396e+05
  R551	SO2	+ HO2		= HSO2	+ O2		4.779457e+04
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	8.216698e+02
  R258	HO2	+ NH2		= NH3	+ O2		7.499719e+01
  R252	HO2	+ CH2O		= CHO	+ H2O2		5.971285e+01
  R254	HO2	+ CH3O2		= CH4O2	+ O2		4.240182e+01
  R248	HO2	+ C2H4		= C2H4O	+ OH		7.870867e+00
  R570	S	+ HO2		= HS	+ O2		7.654708e+00
  R571	S	+ HO2		= SO	+ OH		7.654708e+00
  R209	H2	+ HO2		= H2O2	+ H		8.457621e-03
  R255	HO2	+ CH4O		= CH3O	+ H2O2		2.022197e-04
  R245	HO2	+ C2H2		= C2H2O	+ OH		2.058775e-10
  T2	HO2			= O2	+ H		1.332453e-14
  R244	HO2	+ C2H2		= C2H3	+ O2		1.276994e-16

************************************************************

O3				PRODUCTION RXS		INT RX RATE	TP = 1.04e+11

  M35	O	+ O2		= O3			1.039674e+11

O3				LOSS RXS		INT RX RATE	TL = 1.04e+11

  P3	O3			= O2	+ O		5.206718e+10
  R192	H	+ O3		= OH	+ O2		3.153378e+10
  P4	O3			= O2	+ O(1D)		2.020760e+10
  R469	O3	+ C2H5		= C2H5O	+ O2		6.902671e+07
  R261	HO2	+ O3		= OH	+ O2	+ O2	2.461444e+07
  R354	NO	+ O3		= NO2	+ O2		1.978867e+07
  R545	SO	+ O3		= SO2	+ O2		1.852554e+07
  R444	O	+ O3		= O2	+ O2		8.354359e+06
  R470	O3	+ CH3		= CH3O	+ O2		4.716560e+06
  R269	HS	+ O3		= O2	+ HSO		2.922009e+06
  T1	O3			= O2	+ O		2.825667e+05
  R271	HSO	+ O3		= HS	+ O2	+ O2	1.283463e+05
  R377	NO2	+ O3		= NO3	+ O2		7.118506e+04
  R216	HSO	+ O3		= HSO2	+ O2		5.500556e+04
  R525	OH	+ O3		= HO2	+ O2		3.439288e+04
  R465	O(1D)	+ O3		= O2	+ O2		8.674704e+03
  R466	O(1D)	+ O3		= O2	+ O	+ O	8.674704e+03
  R468	O3	+ C2H4		= CH2O	+ CH2O2		8.463326e+03
  R537	S	+ O3		= O2	+ SO		5.342736e+02
  R471	O3	+ CH3O		= CH3O2	+ O2		2.138547e+02
  R325	NH2	+ O3		= H2O	+ NO2		6.642691e+00
  R294	N	+ O3		= NO	+ O2		1.330618e+00
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	1.749734e-04
  R421	O3	+ C2H2		= CO	+ CH2O2		7.835304e-10
  R126	CS	+ O3		= O2	+ OCS		3.874685e-18
  R90	CH3S	+ O3		= CH3O	+ SO2		0.000000e+00

************************************************************

CH3				PRODUCTION RXS		INT RX RATE	TP = 2.42e+10

  R501	OH	+ CH4		= CH3	+ H2O		1.286085e+10
  P32	CH4			= CH3	+ H		4.027698e+09
  R597	CH21	+ H2		= CH3	+ H		3.488123e+09
  R423	O	+ CH4		= CH3	+ OH		1.276790e+09
  R599	CH21	+ CH4		= CH3	+ CH3		1.036080e+09 (x2)
  R450	O(1D)	+ CH4		= CH3	+ OH		1.025300e+08
  R157	H	+ CH4		= CH3	+ H2		7.731535e+07
  P22	C2H4O			= CHO	+ CH3		6.135028e+07
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	5.458241e+07
  R405	O	+ C2H5		= CH2O	+ CH3		3.974803e+07
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	3.552446e+07
  R398	O	+ C2H4		= CH3	+ CHO		3.133446e+07
  T32	C2H3O			= CO	+ CH3		2.457782e+07
  R140	H	+ C2H5		= CH3	+ CH3		1.667120e+07 (x2)
  R133	H	+ C2H3O		= CHO	+ CH3		8.772216e+06
  R420	O	+ CH3O		= CH3	+ O2		7.097058e+06
  R130	H	+ C2H2O		= CO	+ CH3		3.072798e+06
  P61	C2H5			= CH3	+ CH21		1.432604e+06
  R153	H	+ CH3O		= CH3	+ OH		1.154557e+06
  P66	C2H6			= CH3	+ CH3		7.132094e+05 (x2)
  R96	CH4	+ CH3O		= CH4O	+ CH3		1.747160e+05
  R30	CH	+ C2H6		= C2H4	+ CH3		1.612764e+05
  T36	C2H5O			= CH2O	+ CH3		8.954606e+04
  R94	CH4	+ C2H5		= C2H6	+ CH3		5.269575e+04
  R200	H2	+ C2HO		= CH3	+ CO		3.541244e+04
  R93	CH4	+ C2H3		= C2H4	+ CH3		9.081079e+03
  M73	CH	+ H2		= CH3			7.428507e+03
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	8.216698e+02
  R92	CH4	+ C2H2		= C2H3	+ CH3		5.485682e+02
  M56	H	+ CH2		= CH3			2.971159e+02
  R317	NH2	+ CH4		= CH3	+ NH3		1.494636e+02
  R91	CH4	+ C2H		= C2H2	+ CH3		3.796656e+00
  R229	H2S	+ CH2		= HS	+ CH3		2.778894e-01
  R99	CH4	+ CN		= HCN	+ CH3		1.319579e-01
  R279	N	+ C2H4		= HCN	+ CH3		8.512297e-02
  R482	OH	+ C2H2		= CO	+ CH3		4.963456e-02
  R50	CH2	+ CHO		= CO	+ CH3		4.079522e-02
  R48	CH2	+ CH4		= CH3	+ CH3		1.325874e-02 (x2)
  R100	CH4	+ CNO		= CH3	+ HCNO		1.167798e-02
  R38	CH2	+ C2H5		= C2H4	+ CH3		8.928661e-03
  R37	CH2	+ C2H3O		= C2H2O	+ CH3		5.071870e-03
  P70	C2H5N			= HCN	+ CH3	+ H	1.647417e-03
  R39	CH2	+ C2H6		= C2H5	+ CH3		1.351093e-03
  R46	CH2	+ CH3O		= CH2O	+ CH3		1.060957e-05
  R97	CH4	+ CH3O2		= CH3	+ CH4O2		3.061961e-06
  R283	N	+ CH4O		= CH3	+ HNO		2.258730e-06
  R98	CH4	+ CHO		= CH2O	+ CH3		1.151846e-06
  R36	CH2	+ C2H3		= C2H2	+ CH3		2.885410e-09
  R367	NO2	+ CH4		= HNO2	+ CH3		2.353926e-09
  R49	CH2	+ CH4O		= CH3	+ CH3O		1.009197e-12
  R608	C2	+ CH4		= C2H	+ CH3		4.298325e-17
  T93	CH5N			= CH3	+ NH2		2.351160e-27
  T20	CH4O			= CH3	+ OH		6.564290e-28
  T33	C2H4O			= CHO	+ CH3		1.640715e-32
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

CH3				LOSS RXS		INT RX RATE	TL = 2.42e+10

  M4	CH3	+ O2		= CH3O2			1.179248e+10
  R415	O	+ CH3		= CH2O	+ H		6.899770e+09
  R416	O	+ CH3		= CO	+ H2	+ H	2.819049e+09
  M3	CH3	+ CH3		= C2H6			1.195102e+09 (x2)
  R640	NO2	+ CH3		= CH3NO2			1.648364e+08
  R364	NO2	+ CH3		= CH3O	+ NO		1.019268e+08
  R365	NO2	+ CH3		= CH2O	+ HNO		2.435420e+07
  R470	O3	+ CH3		= CH3O	+ O2		4.716560e+06
  R224	H2O2	+ CH3		= CH4	+ HO2		3.255504e+06
  R235	HNO	+ CH3		= CH4	+ NO		2.635393e+06
  M57	H	+ CH3		= CH4			2.599142e+06
  R414	O	+ CH3		= CH3O			1.901920e+06
  R64	CH3	+ C2H5		= CH4	+ C2H4		9.210546e+05
  R203	H2	+ CH3		= CH4	+ H		6.145727e+05
  M6	CO	+ CH3		= C2H3O			1.251864e+05
  R381	NO3	+ CH3		= CH3O	+ NO2		1.411368e+04
  R60	CH3	+ C2H3O		= C2H6	+ CO		5.449786e+03
  R71	CH3	+ CHO		= CH4	+ CO		2.039883e+03
  R65	CH3	+ C2H6		= CH4	+ C2H5		1.480390e+03
  R61	CH3	+ C2H3O		= CH4	+ C2H2O		4.664106e+02
  R67	CH3	+ CH3O		= CH2O	+ CH4		3.917599e+02
  R66	CH3	+ CH2O		= CH4	+ CHO		3.705049e+02
  R70	CH3	+ CHO		= C2H4O			3.059825e+02
  R63	CH3	+ C2H4O		= CH4	+ C2H3O		1.019902e+02
  M86	NH2	+ CH3		= CH5N			2.415931e+01
  R496	OH	+ CH3		= CH2	+ H2O		1.749842e+01
  R282	N	+ CH3		= H2	+ HCN		4.860900e+00
  R59	CH3	+ C2H3		= CH4	+ C2H2		9.104440e-01
  R68	CH3	+ CH3O2		= CH3O	+ CH3O		4.009952e-01
  R44	CH2	+ CH3		= C2H4	+ H		7.671214e-02
  R95	CH4	+ CH3		= H2	+ C2H5		7.796322e-03
  R62	CH3	+ C2H4		= CH4	+ C2H3		1.983087e-03
  R69	CH3	+ CH4O		= CH4	+ CH3O		1.486346e-04
  R328	NH3	+ CH3		= CH4	+ NH2		1.093924e-06
  R149	H	+ CH3		= CH2	+ H2		7.300891e-08
  R72	CH3	+ CNO		= CH2O	+ HCN		2.074374e-09
  R316	NH2	+ CH3		= CH4	+ NH		7.307303e-10
  R495	OH	+ CH3		= CH3O	+ H		5.291286e-10
  R57	CH3	+ C2H2		= CH4	+ C2H		6.392707e-21
  R122	CO	+ CH3		= C2H2	+ OH		1.397442e-36

************************************************************

H2O				PRODUCTION RXS		INT RX RATE	TP = 2.10e+10

  R501	OH	+ CH4		= CH3	+ H2O		1.286085e+10
  R512	OH	+ H2		= H2O	+ H		6.218440e+09
  R491	OH	+ C2H6		= C2H5	+ H2O		9.813914e+08
  R181	H	+ HO2		= O	+ H2O		7.143627e+08
  R493	OH	+ CH2O		= CHO	+ H2O		7.857930e+07
  R522	OH	+ HO2		= H2O	+ O2		4.146192e+07
  R489	OH	+ C2H4O		= C2H3O	+ H2O		3.931578e+07
  R513	OH	+ H2O2		= H2O	+ HO2		2.140675e+07
  R232	H2S	+ OH		= H2O	+ HS		6.565810e+06
  R167	H	+ H2O2		= OH	+ H2O		1.228328e+06
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	9.960516e+05
  M18	H	+ OH		= H2O			9.574454e+05
  R526	OH	+ OH		= H2O	+ O		4.014068e+05
  R502	OH	+ CH4O		= CH3O	+ H2O		1.658972e+05
  R490	OH	+ C2H5		= C2H4	+ H2O		1.215351e+05
  R503	OH	+ CH4O2		= CH3O2	+ H2O		7.241843e+04
  R520	OH	+ HNO2		= H2O	+ NO2		5.749874e+04
  R487	OH	+ C2H3O		= C2H2O	+ H2O		1.637010e+04
  R519	OH	+ HNO		= H2O	+ NO		1.299851e+04
