  R391	O	+ C2H2		= CO	+ CH2		3.564389e+06
  R482	OH	+ C2H2		= CO	+ CH3		6.186775e+04
  M37	OH	+ C2H2		= C2H3O			4.233075e+04
  R390	O	+ C2H2		= H	+ C2HO		7.901671e+03
  R17	C2H2	+ CN		= HCN	+ C2H		4.876236e+03
  R311	NH2	+ C2H2		= C2H	+ NH3		3.221594e-04
  R74	CH3O	+ C2H2		= C2H3	+ CH2O		2.566017e-07
  R480	OH	+ C2H2		= C2H	+ H2O		1.829970e-09
  R479	OH	+ C2H2		= C2H2O	+ H		1.236585e-10
  R245	HO2	+ C2H2		= C2H2O	+ OH		6.727170e-12
  R57	CH3	+ C2H2		= CH4	+ C2H		8.067699e-13
  R129	H	+ C2H2		= C2H	+ H2		1.350990e-13
  R421	O3	+ C2H2		= CO	+ CH2O2		8.278954e-16
  R244	HO2	+ C2H2		= C2H3	+ O2		1.379565e-19
  R15	C2H2	+ C2H5		= C2H6	+ C2H		4.312001e-25
  R196	H2	+ C2H2		= C2H4			5.618242e-27
  R41	H2	+ C2H2		= C2H3	+ H		2.389411e-45
  R120	CO	+ C2H2		= C2H	+ CHO		5.141416e-77

************************************************************

C2H				PRODUCTION RXS		INT RX RATE	TP = 9.16e+09

  P56	C2H2			= C2H	+ H		9.158337e+09
  R17	C2H2	+ CN		= HCN	+ C2H		4.876236e+03
  R311	NH2	+ C2H2		= C2H	+ NH3		3.221594e-04
  R480	OH	+ C2H2		= C2H	+ H2O		1.829970e-09
  R57	CH3	+ C2H2		= CH4	+ C2H		8.067699e-13
  R129	H	+ C2H2		= C2H	+ H2		1.350990e-13
  R15	C2H2	+ C2H5		= C2H6	+ C2H		4.312001e-25
  R608	C2	+ CH4		= C2H	+ CH3		4.812904e-28
  R120	CO	+ C2H2		= C2H	+ CHO		5.141416e-77

C2H				LOSS RXS		INT RX RATE	TL = 9.16e+09

  R195	H2	+ C2H		= C2H2	+ H		4.818494e+09
  R127	H	+ C2H		= C2H2			4.338129e+09
  R91	CH4	+ C2H		= C2H2	+ CH3		1.016864e+06
  R12	C2H	+ C2H6		= C2H2	+ C2H5		5.873624e+05
  R14	C2H	+ CH4O		= C2H2	+ CH3O		8.976088e+04
  R477	OH	+ C2H		= CO	+ CH2		1.219757e+04
  R478	OH	+ C2H		= C2H2	+ O		1.219757e+04
  R389	O	+ C2H		= CO	+ CH		7.637932e+02
  R215	H2O	+ C2H		= C2H2	+ OH		3.457972e+02
  R34	CH2	+ C2H		= C2H2	+ CH		1.693926e+01
  R108	CHO	+ C2H		= C2H2	+ CO		1.432167e+01
  R546	SO2	+ C2H		= CO	+ OCS	+ H	6.965941e+00
  R73	CH3O	+ C2H		= CH2O	+ C2H2		4.388602e+00
  R11	C2H	+ C2H5		= C2H4	+ C2H2		5.343807e-02
  R9	C2H	+ C2H3		= C2H2	+ C2H2		4.897673e-02
  R333	NO	+ C2H		= HCN	+ CO		1.066584e-02
  R356	NO2	+ C2H		= C2HO	+ NO		5.262035e-09
  R13	C2H	+ CH3O2		= CH3O	+ C2HO		2.961547e-10
  R128	H	+ C2H		= H2	+ C2		4.812905e-28

************************************************************

CH2O				PRODUCTION RXS		INT RX RATE	TP = 9.14e+09

  R561	CHO	+ CHO		= CH2O	+ CO		8.982263e+09
  R415	O	+ CH3		= CH2O	+ H		1.296874e+08
  R400	O	+ C2H4		= CH2O	+ CH2		7.921704e+06
  M10	H	+ CHO		= CH2O			6.867500e+06
  R123	CO2	+ CH2		= CH2O	+ CO		4.583945e+06
  R154	H	+ CH3O		= CH2O	+ H2		3.943718e+06
  R114	CHO	+ CH3O		= CH2O	+ CH2O		3.074964e+06 (x2)
  R206	H2	+ CHO		= CH2O	+ H		5.970348e+05
  R419	O	+ CH3O		= CH2O	+ OH		2.852831e+05
  R405	O	+ C2H5		= CH2O	+ CH3		2.122108e+05
  R237	HNO	+ CHO		= CH2O	+ NO		1.200481e+05
  R67	CH3	+ CH3O		= CH2O	+ CH4		3.961508e+04
  R346	NO	+ CH3O		= CH2O	+ HNO		1.758951e+04
  R334	NO	+ C2H3		= CH2O	+ HCN		1.548586e+04
  R451	O(1D)	+ CH4		= CH2O	+ H2		3.020651e+03
  R492	OH	+ CH2		= CH2O	+ H		1.739090e+03
  R548	SO2	+ CH2		= CH2O	+ SO		7.299936e+02
  T17	CH3O2			= CH2O	+ OH		3.336941e+02
  R75	CH3O	+ C2H3		= C2H4	+ CH2O		2.711708e+02
  R499	OH	+ CH3O		= CH2O	+ H2O		2.257648e+02
  R77	CH3O	+ C2H5		= C2H6	+ CH2O		1.999255e+02
  R81	CH3O	+ O2		= CH2O	+ HO2		1.268979e+02
  R392	O	+ C2H2N		= CH2O	+ CN		9.965099e+00
  R73	CH3O	+ C2H		= CH2O	+ C2H2		4.388602e+00
  R365	NO2	+ CH3		= CH2O	+ HNO		5.807915e-01
  T47	CH3O			= CH2O	+ H		1.932388e-01
  R46	CH2	+ CH3O		= CH2O	+ CH3		6.505675e-02
  R98	CH4	+ CHO		= CH2O	+ CH3		1.303146e-02
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	5.746577e-03
  T36	C2H5O			= CH2O	+ CH3		1.870123e-03
  R366	NO2	+ CH3O		= CH2O	+ HNO2		1.577456e-03
  R363	NO2	+ CH2		= CH2O	+ NO		7.937374e-04
  R115	CHO	+ CH4O		= CH2O	+ CH3O		9.793162e-05
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	5.529455e-05
  R383	NO3	+ CH3O		= CH2O	+ HNO3		3.460729e-06
  R72	CH3	+ CNO		= CH2O	+ HCN		1.500444e-06
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	6.595110e-07
  R74	CH3O	+ C2H2		= C2H3	+ CH2O		2.566017e-07
  R227	H2O2	+ CHO		= CH2O	+ HO2		1.458646e-08
  R468	O3	+ C2H4		= CH2O	+ CH2O2		4.631470e-11
  R47	CH2	+ CH3O2		= CH2O	+ CH3O		3.283331e-11
  R80	CH3O	+ CH3O2		= CH2O	+ CH4O2		9.799068e-14
  T51	CH3NO2			= CH2O	+ HNO		4.336118e-14
  T24	CH4O2			= CH2O	+ H2O		2.242964e-23
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	5.031499e-24
  T21	CH4O			= CH2O	+ H2		1.659137e-39

CH2O				LOSS RXS		INT RX RATE	TL = 8.42e+09

  P21	CH2O			= CO	+ H2		4.366394e+09
  P20	CH2O			= CHO	+ H		2.532259e+09
  R272	HS	+ CH2O		= H2S	+ CHO		1.386150e+09
  R148	H	+ CH2O		= H2	+ CHO		7.607216e+07
  R413	O	+ CH2O		= CHO	+ OH		2.033537e+07
  R32	CH	+ CH2O		= C2H3O			1.197446e+07
  R147	H	+ CH2O		= CH3O			1.117167e+07
  R493	OH	+ CH2O		= CHO	+ H2O		1.111731e+07
  R79	CH3O	+ CH2O		= CH4O	+ CHO		1.314308e+02
  R66	CH3	+ CH2O		= CH4	+ CHO		2.238710e+00
  R55	CH2O	+ CN		= HCN	+ CHO		1.957349e+00
  R56	CH2O	+ CNO		= HCNO	+ CHO		8.084535e-02
  R53	CH2O	+ C2H5		= C2H6	+ CHO		2.230431e-03
  R51	CH2O	+ C2H3		= C2H4	+ CHO		3.829546e-04
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		1.093271e-07
  R252	HO2	+ CH2O		= CHO	+ H2O2		1.228004e-08
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		9.078620e-23
  T14	CH2O			= CO	+ H2		6.707315e-26

************************************************************

CH				PRODUCTION RXS		INT RX RATE	TP = 6.55e+09

  R146	H	+ CH2		= CH	+ H2		6.374772e+09
  P34	CH4			= CH	+ H2	+ H	1.783846e+08
  R389	O	+ C2H		= CO	+ CH		7.637932e+02
  R409	O	+ CH2		= CH	+ OH		2.998260e+02
  R34	CH2	+ C2H		= C2H2	+ CH		1.693926e+01
  R4	C	+ H2S		= CH	+ HS		1.174392e-03
  R3	C	+ H2		= CH	+ H		1.709336e-12
  R193	H2	+ C		= CH	+ H		1.709336e-12
  R310	NH2	+ C		= CH	+ NH		1.269705e-27
  R214	H2O	+ C		= CH	+ OH		2.525762e-41
  T29	C2HO			= CO	+ CH		2.127770e-43
  R1	C	+ CH2		= CH	+ CH		4.006728e-56 (x2)

CH				LOSS RXS		INT RX RATE	TL = 6.55e+09

  R202	H2	+ CH		= CH2	+ H		3.122359e+09
  R145	H	+ CH		= C	+ H2		2.971152e+09
  M73	CH	+ H2		= CH3			2.474140e+08
  R33	CH	+ CH4		= C2H4	+ H		1.040951e+08
  R218	H2O	+ CH		= CH3O			5.678890e+07
  R30	CH	+ C2H6		= C2H4	+ CH3		3.931790e+07
  R32	CH	+ CH2O		= C2H3O			1.197446e+07
  M5	CO	+ CH		= C2HO			4.311492e+04
  R408	O	+ CH		= CO	+ H		5.623475e+03
  R31	CH	+ CH		= C2H2			3.161513e+03 (x2)
  R547	SO2	+ CH		= CHO	+ SO		1.443397e+03
  R297	N2O	+ CH		= HCN	+ NO		9.506002e-02
  R340	NO	+ CH		= CO	+ NH		6.829815e-02
  R327	NH3	+ CH		= HCN	+ H2	+ H	4.440157e-02
  R342	NO	+ CH		= CN	+ OH		3.824697e-02
  R341	NO	+ CH		= O	+ HCN		3.742739e-02
  R474	OCS	+ CH		= CHO	+ CS		2.822243e-02
  R228	H2S	+ CH		= HS	+ CH2		1.230954e-02
  R339	NO	+ CH		= H	+ CNO		1.092770e-02
  R338	NO	+ CH		= N	+ CHO		3.633462e-03
  R407	O	+ CH		= OH	+ C		1.785413e-03
  R281	N	+ CH		= CN	+ H		4.306176e-04
  R362	NO2	+ CH		= CHO	+ NO		5.658213e-10

************************************************************

CH2				PRODUCTION RXS		INT RX RATE	TP = 6.38e+09

  R202	H2	+ CH		= CH2	+ H		3.122359e+09
  M2	C	+ H2		= CH2			3.049237e+09
  R596	CH21	+ H2		= CH2	+ H2		1.971703e+08
  R400	O	+ C2H4		= CH2O	+ CH2		7.921704e+06
  R391	O	+ C2H2		= CO	+ CH2		3.564389e+06
  R496	OH	+ CH3		= CH2	+ H2O		1.474878e+05
  R477	OH	+ C2H		= CO	+ CH2		1.219757e+04
  R598	CH21	+ CH4		= CH2	+ CH4		1.203787e+04
  R228	H2S	+ CH		= HS	+ CH2		1.230954e-02
  R149	H	+ CH3		= CH2	+ H2		1.306257e-06
  T30	C2H2O			= CO	+ CH2		4.639406e-25

CH2				LOSS RXS		INT RX RATE	TL = 6.38e+09

  R146	H	+ CH2		= CH	+ H2		6.374772e+09
  R123	CO2	+ CH2		= CH2O	+ CO		4.583945e+06
  R35	CH2	+ C2H2O		= C2H4	+ CO		5.559227e+05
  R44	CH2	+ CH3		= C2H4	+ H		4.959186e+05
  M56	H	+ CH2		= CH3			5.236450e+03
  R411	O	+ CH2		= CO	+ H	+ H	4.997101e+03
  R412	O	+ CH2		= CO	+ H2		3.039903e+03
  R492	OH	+ CH2		= CH2O	+ H		1.739090e+03
  R548	SO2	+ CH2		= CH2O	+ SO		7.299936e+02
  R409	O	+ CH2		= CH	+ OH		2.998260e+02
  R229	H2S	+ CH2		= HS	+ CH3		1.467025e+02
  R50	CH2	+ CHO		= CO	+ CH3		8.446708e+01
  R34	CH2	+ C2H		= C2H2	+ CH		1.693926e+01
  R37	CH2	+ C2H3O		= C2H2O	+ CH3		1.582723e+01
  R36	CH2	+ C2H3		= C2H2	+ CH3		1.199625e+01
  R38	CH2	+ C2H5		= C2H4	+ CH3		8.268383e+00
  R45	CH2	+ CH3O		= C2H4	+ OH		1.301135e+00
  R46	CH2	+ CH3O		= CH2O	+ CH3		6.505675e-02
  R363	NO2	+ CH2		= CH2O	+ NO		7.937374e-04
  R39	CH2	+ C2H6		= C2H5	+ CH3		2.692695e-04
  R48	CH2	+ CH4		= CH3	+ CH3		1.291478e-04
  R49	CH2	+ CH4O		= CH3	+ CH3O		3.524323e-09
  R47	CH2	+ CH3O2		= CH2O	+ CH3O		3.283331e-11
  R1	C	+ CH2		= CH	+ CH		4.006728e-56

************************************************************

OH				PRODUCTION RXS		INT RX RATE	TP = 5.89e+09

  P6	H2O			= H	+ OH		2.863594e+09
  R433	O	+ H2		= H	+ OH		1.110531e+09
  R455	O(1D)	+ H2		= H	+ OH		7.165067e+08
  R426	O	+ CHO		= CO	+ OH		4.811718e+08
  R578	HSO	+ O		= OH	+ SO		2.395565e+08
  R439	O	+ HNO		= OH	+ NO		1.568867e+08
  R428	O	+ CHO2		= CO2	+ OH		1.172689e+08
  R575	HSO	+ H		= HS	+ OH		1.158204e+08
  R153	H	+ CH3O		= CH3	+ OH		6.309948e+07
  R413	O	+ CH2O		= CHO	+ OH		2.033537e+07
  R323	NH2	+ O		= OH	+ NH		3.065903e+06
  R394	O	+ C2H3		= C2H2	+ OH		1.845098e+06
  R401	O	+ C2H4O		= C2H3O	+ OH		4.006358e+05
  R231	H2S	+ O		= OH	+ HS		3.493965e+05
  R419	O	+ CH3O		= CH2O	+ OH		2.852831e+05
  R404	O	+ C2H5		= C2H4	+ OH		1.582189e+05
  M16	H	+ O		= OH			1.543033e+05
  R441	O	+ HO2		= OH	+ O2		6.226384e+04
  R406	O	+ C2H6		= C2H5	+ OH		5.681169e+04
  R369	NO2	+ CHO		= NO	+ CO	+ OH	4.680427e+04
  R450	O(1D)	+ CH4		= CH3	+ OH		4.551114e+04
  R180	H	+ HO2		= OH	+ OH		3.560644e+04 (x2)
  R423	O	+ CH4		= CH3	+ OH		2.679109e+04
  R259	HO2	+ NO		= OH	+ NO2		1.293600e+04
  R424	O	+ CH4O		= CH3O	+ OH		7.662095e+03
  R448	O(1D)	+ C2H6		= C2H5	+ OH		6.495090e+03
  R189	H	+ NO2		= OH	+ NO		4.998979e+03
  R456	O(1D)	+ H2O		= OH	+ OH		4.466026e+03 (x2)
  R263	HS	+ HO2		= OH	+ HSO		2.906933e+03
  R571	S	+ HO2		= SO	+ OH		2.365223e+03
  R453	O(1D)	+ CH4O		= CH3O	+ OH		1.506399e+03
  R447	O(1D)	+ C2H4		= C2H3	+ OH		8.448037e+02
  P5	HO2			= O	+ OH		7.587461e+02
  R397	O	+ C2H4		= C2H3	+ OH		5.773435e+02
  R215	H2O	+ C2H		= C2H2	+ OH		3.457972e+02
  T17	CH3O2			= CH2O	+ OH		3.336941e+02
  R409	O	+ CH2		= CH	+ OH		2.998260e+02
  R319	NH2	+ H2O		= OH	+ NH3		1.975080e+02
  R274	HSO3	+ O		= OH	+ SO3		1.346840e+02
  P14	HNO2			= NO	+ OH		3.101405e+01
  R558	HSO	+ O2		= OH	+ SO2		1.018064e+01
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	9.635946e+00
  R554	SO3	+ H		= OH	+ SO2		5.175410e+00
  R166	H	+ H2O		= H2	+ OH		2.409537e+00
  P7	H2O2			= OH	+ OH		1.600460e+00 (x2)
  T53	HSO3			= OH	+ SO2		1.469197e+00
  R45	CH2	+ CH3O		= C2H4	+ OH		1.301135e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	6.705296e-01
  R167	H	+ H2O2		= OH	+ H2O		4.717292e-01
  R192	H	+ O3		= OH	+ O2		3.475386e-01
  R190	H	+ NO3		= OH	+ NO2		9.838919e-02
  R342	NO	+ CH		= CN	+ OH		3.824697e-02
  T48	CHO2			= CO	+ OH		2.650932e-02
  R155	H	+ CH3O2		= CH3O	+ OH		6.358376e-03
  P19	HNO4			= NO3	+ OH		6.014019e-03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	5.746577e-03
  P15	HNO3			= NO2	+ OH		2.731323e-03
  R407	O	+ CH		= OH	+ C		1.785413e-03
  R268	HS	+ O2		= SO	+ OH		1.453571e-03
  R305	NH	+ O		= OH	+ N		1.403310e-03
  R201	NH	+ NO		= OH	+ N2		9.696899e-04
  R434	O	+ H2O2		= OH	+ HO2		7.963752e-05
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	5.529455e-05
  R461	O(1D)	+ NH3		= OH	+ NH2		2.749949e-05
  R220	H2O	+ CNO		= HCNO	+ OH		2.662276e-05
  T37	C2H5O			= C2H4	+ OH		1.934209e-05
  T31	C2H3O			= C2H2	+ OH		1.577110e-05
  R217	H2O	+ C2H5		= C2H6	+ OH		6.521732e-06
  R175	H	+ HNO2		= OH	+ HNO		6.378770e-06
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.516469e-06
  R165	H	+ CO2		= CO	+ OH		2.517681e-06
  R303	NH	+ NO2		= OH	+ N2O		1.830392e-06
  P24	CH4O2			= CH3O	+ OH		5.679583e-07
  P27	CH2O2			= CHO	+ OH		2.444425e-08
  R219	H2O	+ CN		= HCN	+ OH		1.185929e-08
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.043480e-08
  R173	H	+ HNO		= OH	+ NH		2.940602e-10
  R425	O	+ CH4O2		= CH3O2	+ OH		1.535136e-10
  R306	NH	+ O2		= OH	+ NO		1.363651e-10
  R248	HO2	+ C2H4		= C2H4O	+ OH		8.986947e-11
  R245	HO2	+ C2H2		= C2H2O	+ OH		6.727170e-12
  R437	O	+ HCNO		= CNO	+ OH		4.483300e-13
  T23	CH4O2			= CH3O	+ OH		4.365501e-20
  T9	HNO2			= OH	+ NO		8.217903e-23
  T3	H2O2			= OH	+ OH		5.455522e-23 (x2)
  T10	HNO3			= OH	+ NO2		8.153191e-25
  T20	CH4O			= CH3	+ OH		4.623592e-25
  R122	CO	+ CH3		= C2H2	+ OH		2.815208e-33
  R287	N	+ H2O		= OH	+ NH		5.437656e-36
  R188	H	+ NO		= OH	+ N		2.391735e-36
  R214	H2O	+ C		= CH	+ OH		2.525762e-41

OH				LOSS RXS		INT RX RATE	TL = 5.89e+09

  R512	OH	+ H2		= H2O	+ H		3.350451e+09
  R511	OH	+ CO		= CO2	+ H		2.337600e+09
  M39	OH	+ CO		= CHO2			1.337169e+08
  R481	OH	+ C2H2		= C2HO	+ H2		4.626554e+07
  R493	OH	+ CH2O		= CHO	+ H2O		1.111731e+07
  R483	OH	+ C2H2O		= CO	+ CH3O		3.167402e+06
  R40	NH	+ OH		= NH2	+ O		3.065908e+06
  R502	OH	+ CH4O		= CH3O	+ H2O		2.247397e+06
  R528	OH	+ SO		= SO2	+ H		1.146739e+06
  R527	OH	+ S		= H	+ SO		4.225684e+05
  R491	OH	+ C2H6		= C2H5	+ H2O		4.113443e+05
  R501	OH	+ CH4		= CH3	+ H2O		3.995096e+05
  M38	OH	+ C2H4		= C2H5O			3.035547e+05
  R445	O	+ OH		= O2	+ H		2.224937e+05
  R496	OH	+ CH3		= CH2	+ H2O		1.474878e+05
  M18	H	+ OH		= H2O			1.311464e+05
  R489	OH	+ C2H4O		= C2H3O	+ H2O		1.123282e+05
  R232	H2S	+ OH		= H2O	+ HS		1.044773e+05
  R526	OH	+ OH		= H2O	+ O		7.362023e+04 (x2)
  R482	OH	+ C2H2		= CO	+ CH3		6.186775e+04
  M37	OH	+ C2H2		= C2H3O			4.233075e+04
  R504	OH	+ CHO		= CO	+ H2O		3.437983e+04
  R505	OH	+ CHO2		= CO2	+ H2O		2.998109e+04
  R477	OH	+ C2H		= CO	+ CH2		1.219757e+04
  R478	OH	+ C2H		= C2H2	+ O		1.219757e+04
  R574	HSO	+ OH		= H2O	+ SO		9.973867e+03
  R523	OH	+ NH3		= H2O	+ NH2		2.169638e+03
  M47	SO	+ OH		= HSO2			2.165645e+03
  R492	OH	+ CH2		= CH2O	+ H		1.739090e+03
  R487	OH	+ C2H3O		= C2H2O	+ H2O		5.241133e+02
  M50	SO2	+ OH		= HSO3			2.479717e+02
  R499	OH	+ CH3O		= CH2O	+ H2O		2.257648e+02
  R485	OH	+ C2H3		= C2H4O			2.247792e+02
  R486	OH	+ C2H3		= C2H2	+ H2O		2.247792e+02
  R519	OH	+ HNO		= H2O	+ NO		2.120914e+02
  R490	OH	+ C2H5		= C2H4	+ H2O		1.605318e+02
  M42	OH	+ NO		= HNO2			2.969098e+01
  R522	OH	+ HO2		= H2O	+ O2		3.018392e+00
  R488	OH	+ C2H4		= C2H3	+ H2O		9.669838e-01
  M44	OH	+ OH		= H2O2			9.287900e-01 (x2)
  R295	N	+ OH		= NO	+ H		3.789760e-01
  R326	NH2	+ OH		= H2O	+ NH		3.444470e-01
  R644	NH2	+ OH		= NH3	+ O		2.446550e-01
  R506	OH	+ CN		= H	+ CNO		1.020582e-01
  R513	OH	+ H2O2		= H2O	+ HO2		3.223189e-02
  M43	OH	+ NO2		= HNO3			6.151777e-03
  R566	HSO3	+ OH		= H2O	+ SO3		2.923230e-03
  R520	OH	+ HNO2		= H2O	+ NO2		6.575017e-05
  R507	OH	+ CN		= O	+ HCN		4.065149e-05
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	6.186234e-06
  R473	OCS	+ OH		= CO2	+ HS		1.368398e-06
  R524	OH	+ NO3		= HO2	+ NO2		8.737320e-07
  R498	OH	+ CH3NO3	= CH2O	+ NO2	+ H2O	6.595110e-07
  M41	OH	+ HNO3		= H2O	+ NO3		1.879692e-07
  R517	OH	+ HCNO		= CNO	+ H2O		1.309499e-07
  R516	OH	+ HCN		= CN	+ H2O		7.601688e-08
  R500	OH	+ CH3O2		= CH4O	+ O2		7.543742e-08
  R308	NH	+ OH		= H	+ HNO		5.736049e-08
  R503	OH	+ CH4O2		= CH3O2	+ H2O		1.972855e-08
  R494	OH	+ CH2O2		= CHO2	+ H2O		1.127601e-08
  R525	OH	+ O3		= HO2	+ O2		6.613314e-09
  R309	NH	+ OH		= H2O	+ N		2.736617e-09
  R480	OH	+ C2H2		= C2H	+ H2O		1.829970e-09
  R495	OH	+ CH3		= CH3O	+ H		7.468156e-10
  R479	OH	+ C2H2		= C2H2O	+ H		1.236585e-10
  R509	OH	+ CNO		= HCNO	+ O		2.443140e-11
  R515	OH	+ HCN		= CO	+ NH2		7.300687e-12
  R556	SO3	+ OH		= HO2	+ SO2		1.301343e-38
  R107	CH4S	+ OH		= H2O	+ CH3S		0.000000e+00

************************************************************

CH3				PRODUCTION RXS		INT RX RATE	TP = 3.83e+09

  R597	CH21	+ H2		= CH3	+ H		1.445915e+09
  P32	CH4			= CH3	+ H		1.218961e+09
  R140	H	+ C2H5		= CH3	+ CH3		2.847099e+08 (x2)
  M73	CH	+ H2		= CH3			2.474140e+08
  R92	CH4	+ C2H2		= C2H3	+ CH3		1.205072e+08
  R153	H	+ CH3O		= CH3	+ OH		6.309948e+07
  R30	CH	+ C2H6		= C2H4	+ CH3		3.931790e+07
  R133	H	+ C2H3O		= CHO	+ CH3		2.692801e+07
  R200	H2	+ C2HO		= CH3	+ CO		2.526358e+07
  P66	C2H6			= CH3	+ CH3		1.838403e+07 (x2)
  R398	O	+ C2H4		= CH3	+ CHO		1.428767e+07
  R130	H	+ C2H2O		= CO	+ CH3		1.142937e+07
  R317	NH2	+ CH4		= CH3	+ NH3		3.655999e+06
  R91	CH4	+ C2H		= C2H2	+ CH3		1.016864e+06
  T32	C2H3O			= CO	+ CH3		9.407661e+05
  P22	C2H4O			= CHO	+ CH3		9.073893e+05
  R157	H	+ CH4		= CH3	+ H2		4.919126e+05
  R501	OH	+ CH4		= CH3	+ H2O		3.995096e+05
  R405	O	+ C2H5		= CH2O	+ CH3		2.122108e+05
  R420	O	+ CH3O		= CH3	+ O2		1.018868e+05
  R482	OH	+ C2H2		= CO	+ CH3		6.186775e+04
  R599	CH21	+ CH4		= CH3	+ CH3		5.918621e+04 (x2)
  R450	O(1D)	+ CH4		= CH3	+ OH		4.551114e+04
  R423	O	+ CH4		= CH3	+ OH		2.679109e+04
  P61	C2H5			= CH3	+ CH21		1.795355e+04
  M56	H	+ CH2		= CH3			5.236450e+03
  P70	C2H5N			= HCN	+ CH3	+ H	7.006594e+02
  R229	H2S	+ CH2		= HS	+ CH3		1.467025e+02
  R50	CH2	+ CHO		= CO	+ CH3		8.446708e+01
  R279	N	+ C2H4		= HCN	+ CH3		6.992821e+01
  R93	CH4	+ C2H3		= C2H4	+ CH3		4.625102e+01
  R96	CH4	+ CH3O		= CH4O	+ CH3		2.331260e+01
  R99	CH4	+ CN		= HCN	+ CH3		2.323187e+01
  R37	CH2	+ C2H3O		= C2H2O	+ CH3		1.582723e+01
  R36	CH2	+ C2H3		= C2H2	+ CH3		1.199625e+01
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	9.635946e+00
  R38	CH2	+ C2H5		= C2H4	+ CH3		8.268383e+00
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	5.013978e+00
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	6.705296e-01
  R46	CH2	+ CH3O		= CH2O	+ CH3		6.505675e-02
  R98	CH4	+ CHO		= CH2O	+ CH3		1.303146e-02
  R94	CH4	+ C2H5		= C2H6	+ CH3		3.750875e-03
  T36	C2H5O			= CH2O	+ CH3		1.870123e-03
  R39	CH2	+ C2H6		= C2H5	+ CH3		2.692695e-04
  R48	CH2	+ CH4		= CH3	+ CH3		1.291478e-04 (x2)
  R283	N	+ CH4O		= CH3	+ HNO		1.313458e-05
  R100	CH4	+ CNO		= CH3	+ HCNO		6.183887e-06
  R49	CH2	+ CH4O		= CH3	+ CH3O		3.524323e-09
  T93	CH5N			= CH3	+ NH2		7.305984e-21
  R97	CH4	+ CH3O2		= CH3	+ CH4O2		2.107347e-21
  R367	NO2	+ CH4		= HNO2	+ CH3		8.479420e-24
  T20	CH4O			= CH3	+ OH		4.623592e-25
  R608	C2	+ CH4		= C2H	+ CH3		4.812904e-28
  T33	C2H4O			= CHO	+ CH3		1.758043e-36
  R88	CH3S	+ CO		= OCS	+ CH3		0.000000e+00
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00
  R103	CH4S	+ H		= CH3	+ H2S		0.000000e+00
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

CH3				LOSS RXS		INT RX RATE	TL = 3.83e+09

  M57	H	+ CH3		= CH4			2.827828e+09
  M3	CH3	+ CH3		= C2H6			4.027289e+08 (x2)
  R415	O	+ CH3		= CH2O	+ H		1.296874e+08
  R416	O	+ CH3		= CO	+ H2	+ H	5.298655e+07
  R71	CH3	+ CHO		= CH4	+ CO		4.806248e+06
  M86	NH2	+ CH3		= CH5N			2.622069e+06
  M6	CO	+ CH3		= C2H3O			9.775170e+05
  R70	CH3	+ CHO		= C2H4O			7.209373e+05
  R203	H2	+ CH3		= CH4	+ H		6.830513e+05
  R59	CH3	+ C2H3		= CH4	+ C2H2		4.995419e+05
  R44	CH2	+ CH3		= C2H4	+ H		4.959186e+05
  R60	CH3	+ C2H3O		= C2H6	+ CO		2.841727e+05
  R496	OH	+ CH3		= CH2	+ H2O		1.474878e+05
  R67	CH3	+ CH3O		= CH2O	+ CH4		3.961508e+04
  R414	O	+ CH3		= CH3O			3.606025e+04
  R61	CH3	+ C2H3O		= CH4	+ C2H2O		2.902311e+04
  R64	CH3	+ C2H5		= CH4	+ C2H4		8.130460e+03
  R235	HNO	+ CH3		= CH4	+ NO		5.721225e+03
  R282	N	+ CH3		= H2	+ HCN		3.742610e+02
  M4	CH3	+ O2		= CH3O2			1.090070e+01
  R640	NO2	+ CH3		= CH3NO2			5.181345e+00
  R364	NO2	+ CH3		= CH3O	+ NO		2.430720e+00
  R66	CH3	+ CH2O		= CH4	+ CHO		2.238710e+00
  R365	NO2	+ CH3		= CH2O	+ HNO		5.807915e-01
  R224	H2O2	+ CH3		= CH4	+ HO2		3.677479e-01
  R65	CH3	+ C2H6		= CH4	+ C2H5		1.668273e-01
  R63	CH3	+ C2H4O		= CH4	+ C2H3O		2.161623e-02
