  R341	NO	+ CH		= O	+ HCN		3.707206e-01
  T1	O3			= O2	+ O		9.340457e-02
  R352	NO	+ CNO		= CO	+ N2	+ O	3.961674e-02
  R332	NO	+ C		= CN	+ O		1.505224e-02
  R562	SO21	+ O2		= O	+ SO3		1.982274e-04
  R478	OH	+ C2H		= C2H2	+ O		5.970306e-05
  R507	OH	+ CN		= O	+ HCN		1.131520e-06
  R509	OH	+ CNO		= HCNO	+ O		1.641983e-08
  R164	H	+ CNO		= HCN	+ O		1.198231e-08
  R174	H	+ HNO		= NH2	+ O		7.830646e-10
  R307	NH	+ O2		= O	+ HNO		3.681075e-13
  R540	CS	+ O2		= OCS	+ O		4.453244e-20
  T4	N2O			= N2	+ O		5.578621e-24
  T5	NO2			= NO	+ O		1.210117e-31
  R187	H	+ NO		= NH	+ O		2.689107e-41
  T41	SO3			= SO2	+ O		5.446100e-44

O				LOSS RXS		INT RX RATE	TL = 2.01e+12

  R441	O	+ HO2		= OH	+ O2		6.059814e+11
  R445	O	+ OH		= O2	+ H		4.696619e+11
  M32	O	+ NO		= NO2			2.665496e+11
  R439	O	+ HNO		= OH	+ NO		1.967935e+11
  R428	O	+ CHO2		= CO2	+ OH		9.768626e+10
  M35	O	+ O2		= O3			6.932892e+10
  R442	O	+ NO2		= NO	+ O2		6.509179e+10
  M34	O	+ O		= O2			5.426431e+10 (x2)
  M16	H	+ O		= OH			4.834981e+10
  R426	O	+ CHO		= CO	+ OH		2.845987e+10
  R427	O	+ CHO		= CO2	+ H		2.845987e+10
  M33	O	+ NO2		= NO3			7.602349e+09
  M31	O	+ CO		= CO2			6.802492e+09
  M46	SO	+ O		= SO2			6.320074e+09
  R433	O	+ H2		= H	+ OH		3.807168e+09
  R266	HS	+ O		= H	+ SO		8.485309e+08
  R415	O	+ CH3		= CH2O	+ H		2.091020e+08
  R413	O	+ CH2O		= CHO	+ OH		1.453377e+08
  R443	O	+ NO3		= NO2	+ O2		1.090382e+08
  R416	O	+ CH3		= CO	+ H2	+ H	8.543311e+07
  R446	O	+ S2		= S	+ SO		7.633499e+07
  R578	HSO	+ O		= OH	+ SO		6.249195e+07
  M49	SO2	+ O		= SO3			3.683851e+07
  R444	O	+ O3		= O2	+ O2		2.974923e+07
  R274	HSO3	+ O		= OH	+ SO3		2.844645e+07
  R402	O	+ C2H5		= C2H5O			1.576425e+07
  R403	O	+ C2H5		= C2H4O	+ H		1.336365e+07
  R419	O	+ CH3O		= CH2O	+ OH		6.633047e+06
  R401	O	+ C2H4O		= C2H3O	+ OH		4.772808e+06
  R423	O	+ CH4		= CH3	+ OH		4.673687e+06
  R424	O	+ CH4O		= CH3O	+ OH		4.460835e+06
  R405	O	+ C2H5		= CH2O	+ CH3		2.682778e+06
  R420	O	+ CH3O		= CH3	+ O2		2.368945e+06
  R404	O	+ C2H5		= C2H4	+ OH		1.576425e+06
  R408	O	+ CH		= CO	+ H		1.121210e+06
  R406	O	+ C2H6		= C2H5	+ OH		9.771827e+05
  R411	O	+ CH2		= CO	+ H	+ H	5.811337e+05
  R231	H2S	+ O		= OH	+ HS		4.241336e+05
  R412	O	+ CH2		= CO	+ H2		3.535230e+05
  R322	NH2	+ O		= H	+ HNO		1.916017e+05
  R398	O	+ C2H4		= CH3	+ CHO		1.266574e+05
  R400	O	+ C2H4		= CH2O	+ CH2		8.971966e+04
  R434	O	+ H2O2		= OH	+ HO2		7.428007e+04
  R414	O	+ CH3		= CH3O			5.391336e+04
  R396	O	+ C2H4		= C2H3O	+ H		5.259902e+04
  R409	O	+ CH2		= CH	+ OH		3.486802e+04
  R323	NH2	+ O		= OH	+ NH		2.975341e+04
  R324	NH2	+ O		= H2	+ NO		2.128908e+04
  M26	N	+ O		= NO			1.902375e+04
  R399	O	+ C2H4		= C2H2O	+ H2		7.514146e+03
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.583849e+03
  R440	O	+ HNO4		= HNO3	+ O2		2.749181e+02
  R418	O	+ CH3NO3	= OH	+ CH2O	+ NO2	7.741444e+01
  R397	O	+ C2H4		= C2H3	+ OH		2.942897e+01
  R391	O	+ C2H2		= CO	+ CH2		1.200523e+01
  R395	O	+ C2H3		= C2H2O	+ H		1.106928e+01
  R393	O	+ C2H3		= C2H3O			1.017864e+01
  R394	O	+ C2H3		= C2H2	+ OH		1.017864e+01
  R422	O	+ CH3O2		= CH3O	+ O2		7.462965e+00
  R407	O	+ CH		= OH	+ C		2.906961e+00
  R430	O	+ CN		= CO	+ N		5.474633e-01
  R435	O	+ HCN		= H	+ CNO		5.374055e-01
  R431	O	+ CNO		= CO	+ NO		3.132294e-01
  R436	O	+ HCN		= CO	+ NH		2.303166e-01
  R390	O	+ C2H2		= H	+ C2HO		7.523092e-02
  R389	O	+ C2H		= CO	+ CH		2.885777e-02
  R304	NH	+ O		= NO	+ H		1.080066e-02
  R305	NH	+ O		= OH	+ N		1.080066e-03
  R425	O	+ CH4O2		= CH3O2	+ OH		6.300684e-05
  R438	O	+ HCNO		= CO2	+ NH		6.134667e-05
  R392	O	+ C2H2N		= CH2O	+ CN		5.242218e-06
  R553	SO2	+ O		= SO	+ O2		8.848943e-07
  R432	O	+ CNO		= CN	+ O2		7.641853e-08
  R437	O	+ HCNO		= CNO	+ OH		3.918349e-08
  R475	OCS	+ O		= CO	+ SO		1.401751e-08
  R125	CS	+ O		= CO	+ S		4.153995e-15
  R555	SO3	+ O		= SO2	+ O2		3.160656e-25
  R429	O	+ CN		= C	+ NO		4.397356e-30
  R106	CH4S	+ O		= CH3	+ HSO		0.000000e+00

************************************************************

CO2				PRODUCTION RXS		INT RX RATE	TP = 1.65e+12

  R511	OH	+ CO		= CO2	+ H		1.400133e+12
  R428	O	+ CHO2		= CO2	+ OH		9.768626e+10
  R645	O2	+ CHO2		= HO2	+ CO2		7.725154e+10
  R505	OH	+ CHO2		= CO2	+ H2O		3.180701e+10
  R427	O	+ CHO		= CO2	+ H		2.845987e+10
  M31	O	+ CO		= CO2			6.802492e+09
  R454	O(1D)	+ CO2		= CO2	+ O		3.895128e+09
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.145167e+08
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	4.894671e+06
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.371646e+05
  T49	CHO2			= CO2	+ H		1.505009e+02
  R337	NO	+ C2HO		= HCN	+ CO2		6.280776e+00
  R351	NO	+ CNO		= CO2	+ N2		8.892663e-02
  R360	NO2	+ C2HO		= CO2	+ HCNO		1.101381e-03
  R374	NO2	+ CNO		= CO2	+ N2O		4.170124e-04
  R457	O(1D)	+ HCNO		= CO2	+ NH		3.526268e-04
  R438	O	+ HCNO		= CO2	+ NH		6.134667e-05
  R373	NO2	+ CN		= CO2	+ N2		3.099266e-08
  R473	OCS	+ OH		= CO2	+ HS		4.943458e-11
  T15	CH2O2			= CO2	+ H2		8.601915e-27

CO2				LOSS RXS		INT RX RATE	TL = 1.66e+12

  P36	CO2			= CO	+ O		1.587084e+12
  P37	CO2			= CO	+ O(1D)		4.801610e+10
  R572	S	+ CO2		= SO	+ CO		2.040631e+10
  R454	O(1D)	+ CO2		= CO2	+ O		3.895128e+09
  R123	CO2	+ CH2		= CH2O	+ CO		4.408212e+05
  R165	H	+ CO2		= CO	+ OH		1.654536e+00
  R124	CO2	+ CN		= CNO	+ CO		1.037762e-20

************************************************************

NO				PRODUCTION RXS		INT RX RATE	TP = 1.61e+12

  P71	HNO			= NO	+ H		7.120671e+11
  R172	H	+ HNO		= H2	+ NO		3.494599e+11
  R439	O	+ HNO		= OH	+ NO		1.967935e+11
  R189	H	+ NO2		= OH	+ NO		1.340462e+11
  P8	NO2			= NO	+ O		1.183372e+11
  R442	O	+ NO2		= NO	+ O2		6.509179e+10
  P14	HNO2			= NO	+ OH		1.734709e+10
  R541	SO	+ NO2		= SO2	+ NO		7.003693e+09
  R519	OH	+ HNO		= H2O	+ NO		2.547328e+09
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.427920e+09
  R535	S	+ NO2		= NO	+ SO		1.987827e+09
  R368	NO2	+ CHO		= NO	+ CHO2		1.644916e+09
  P25	CH3NO2			= CH3O	+ NO		1.020378e+09
  P9	NO3			= NO	+ O2		5.679416e+08
  R265	HS	+ NO2		= NO	+ HSO		4.367585e+08
  R237	HNO	+ CHO		= CH2O	+ NO		3.866233e+08
  R236	HNO	+ CH3O		= CH4O	+ NO		3.171395e+08
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.145167e+08
  R235	HNO	+ CH3		= CH4	+ NO		1.731332e+08
  R270	HSO	+ NO2		= HSO2	+ NO		7.561324e+06
  R358	NO2	+ C2H3O		= CO2	+ CH3	+ NO	4.894671e+06
  R364	NO2	+ CH3		= CH3O	+ NO		2.796748e+06
  P13	N2O5			= NO3	+ NO	+ O	1.000746e+06
  R295	N	+ OH		= NO	+ H		5.617414e+05
  R150	H	+ CH3NO2	= CH4O	+ NO		3.590980e+05
  R177	H	+ HNO2		= H2O	+ NO		3.360475e+05
  R324	NH2	+ O		= H2	+ NO		2.128908e+04
  M26	N	+ O		= NO			1.902375e+04
  T6	NO3			= NO	+ O2		1.588574e+04
  R417	O	+ CH3NO2	= OH	+ CH2O	+ NO	1.583849e+03
  R293	N	+ O2		= NO	+ O		1.357267e+02
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	8.756920e+01
  R294	N	+ O3		= NO	+ O2		9.790165e-01
  R357	NO2	+ C2H3		= C2H3O	+ NO		4.480634e-01
  R431	O	+ CNO		= CO	+ NO		3.132294e-01
  R463	O(1D)	+ NO2		= O2	+ NO		2.225226e-01
  R363	NO2	+ CH2		= CH2O	+ NO		9.323190e-02
  T50	CH3NO2			= CH3O	+ NO		3.393890e-02
  R304	NH	+ O		= NO	+ H		1.080066e-02
  R239	HNO	+ CNO		= HCNO	+ NO		9.470808e-03
  R460	O(1D)	+ N2O		= NO	+ NO		4.159974e-03 (x2)
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.654337e-03
  R297	N2O	+ CH		= HCN	+ NO		6.232603e-04
  R362	NO2	+ CH		= CHO	+ NO		5.031353e-05
  R356	NO2	+ C2H		= C2HO	+ NO		3.849990e-05
  R375	NO2	+ CNO		= CO	+ NO	+ NO	3.305586e-05 (x2)
  R302	NH	+ NO2		= NO	+ HNO		6.558373e-06
  R238	HNO	+ CN		= HCN	+ NO		3.683839e-06
  R371	NO2	+ CN		= NO	+ CNO		5.931217e-07
  R306	NH	+ O2		= OH	+ NO		3.599807e-07
  R355	NO2	+ C		= CO	+ NO		8.797524e-08
  T9	HNO2			= OH	+ NO		2.024019e-10
  R552	SO2	+ NO2		= SO3	+ NO		1.243973e-11
  T8	HNO			= H	+ NO		4.312722e-12
  T11	HNO3			= HO2	+ NO		3.891072e-12
  R183	H	+ N2O		= NO	+ NH		8.865049e-17
  R542	CS	+ NO2		= OCS	+ NO		8.376783e-26
  R429	O	+ CN		= C	+ NO		4.397356e-30
  T5	NO2			= NO	+ O		1.210117e-31

NO				LOSS RXS		INT RX RATE	TL = 1.61e+12

  R348	NO	+ CHO		= CO	+ HNO		9.260026e+11
  M15	H	+ NO		= HNO			3.086803e+11
  M32	O	+ NO		= NO2			2.665496e+11
  R259	HO2	+ NO		= OH	+ NO2		6.269636e+10
  R573	HSO	+ NO		= HNO	+ SO		2.693321e+10
  M42	OH	+ NO		= HNO2			1.739131e+10
  R353	NO	+ NO3		= NO2	+ NO2		2.515965e+09
  M27	NO	+ CH3O		= CH3NO2			1.015676e+09
  R346	NO	+ CH3O		= CH2O	+ HNO		1.443646e+08
  P44	NO			= N	+ O		2.013588e+07
  R291	N	+ NO		= O	+ N2		1.890959e+07
  R335	NO	+ C2H5O		= C2H4O	+ HNO		1.404714e+07
  R354	NO	+ O3		= NO2	+ O2		2.817590e+06
  R320	NH2	+ NO		= H2O	+ N2		3.357167e+05
  R336	NO	+ C2HO		= CO	+ HCNO		1.964602e+01
  R334	NO	+ C2H3		= CH2O	+ HCN		1.482565e+01
  R337	NO	+ C2HO		= HCN	+ CO2		6.280776e+00
  R462	O(1D)	+ NO		= O2	+ N		4.909745e+00
  R347	NO	+ CH3O2		= CH3O	+ NO2		1.831363e+00
  R340	NO	+ CH		= CO	+ NH		6.764975e-01
  R342	NO	+ CH		= CN	+ OH		3.788386e-01
  R341	NO	+ CH		= O	+ HCN		3.707206e-01
  R339	NO	+ CH		= H	+ CNO		1.082396e-01
  R351	NO	+ CNO		= CO2	+ N2		8.892663e-02
  R350	NO	+ CNO		= CO	+ N2O		7.231644e-02
  R352	NO	+ CNO		= CO	+ N2	+ O	3.961674e-02
  R338	NO	+ CH		= N	+ CHO		3.598966e-02
  R332	NO	+ C		= CN	+ O		1.505224e-02
  R331	NO	+ C		= CO	+ N		8.367878e-03
  R301	NH	+ NO		= N2O	+ H		3.399485e-03
  R333	NO	+ C2H		= HCN	+ CO		7.056968e-04
  R201	NH	+ NO		= OH	+ N2		6.796268e-04
  R534	S	+ NO		= SO	+ N		1.149219e-19
  R188	H	+ NO		= OH	+ N		1.162561e-25
  R611	NO	+ CN		= CNO	+ N		6.596435e-38
  R187	H	+ NO		= NH	+ O		2.689107e-41

************************************************************

O2				PRODUCTION RXS		INT RX RATE	TP = 1.32e+12

  R441	O	+ HO2		= OH	+ O2		6.059814e+11
  R445	O	+ OH		= O2	+ H		4.696619e+11
  R442	O	+ NO2		= NO	+ O2		6.509179e+10
  M34	O	+ O		= O2			5.426431e+10
  R182	H	+ HO2		= H2	+ O2		4.263606e+10
  R192	H	+ O3		= OH	+ O2		3.340045e+10
  P4	O3			= O2	+ O(1D)		3.105714e+10
  R522	OH	+ HO2		= H2O	+ O2		1.029074e+10
  P3	O3			= O2	+ O		4.838511e+09
  P9	NO3			= NO	+ O2		5.679416e+08
  R257	HO2	+ HO2		= H2O2	+ O2		1.293006e+08
  R443	O	+ NO3		= NO2	+ O2		1.090382e+08
  R444	O	+ O3		= O2	+ O2		2.974923e+07 (x2)
  R464	O(1D)	+ O2		= O	+ O2		1.791382e+07
  M19	HO2	+ HO2		= H2O2	+ O2		1.596380e+07
  R570	S	+ HO2		= HS	+ O2		1.450494e+07
  R354	NO	+ O3		= NO2	+ O2		2.817590e+06
  R420	O	+ CH3O		= CH3	+ O2		2.368945e+06
  R521	OH	+ HNO4		= H2O	+ NO2	+ O2	1.883058e+06
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.860502e+05
  R525	OH	+ O3		= HO2	+ O2		1.177436e+05
  R537	S	+ O3		= O2	+ SO		1.171873e+05
  T12	HNO4			= O2	+ HNO2		3.294319e+04
  T6	NO3			= NO	+ O2		1.588574e+04
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.191071e+04 (x2)
  R470	O3	+ CH3		= CH3O	+ O2		6.221825e+03
  R545	SO	+ O3		= SO2	+ O2		5.226883e+03
  R551	SO2	+ HO2		= HSO2	+ O2		1.865555e+03
  R251	HO2	+ C2H5		= C2H6	+ O2		1.291213e+03
  R258	HO2	+ NH2		= NH3	+ O2		5.684992e+02
  R440	O	+ HNO4		= HNO3	+ O2		2.749181e+02
  R269	HS	+ O3		= O2	+ HSO		2.674517e+02
  R465	O(1D)	+ O3		= O2	+ O2		2.335579e+02 (x2)
  R466	O(1D)	+ O3		= O2	+ O	+ O	2.335579e+02
  R376	NO2	+ NO3		= NO	+ NO2	+ O2	8.756920e+01
  R271	HSO	+ O3		= HS	+ O2	+ O2	1.856112e+01 (x2)
  R377	NO2	+ O3		= NO3	+ O2		1.417506e+01
  R216	HSO	+ O3		= HSO2	+ O2		7.954765e+00
  R422	O	+ CH3O2		= CH3O	+ O2		7.462965e+00
  R469	O3	+ C2H5		= C2H5O	+ O2		7.271688e+00
  R471	O3	+ CH3O		= CH3O2	+ O2		5.115993e+00
  R462	O(1D)	+ NO		= O2	+ N		4.909745e+00
  R294	N	+ O3		= NO	+ O2		9.790165e-01
  R463	O(1D)	+ NO2		= O2	+ NO		2.225226e-01
  R500	OH	+ CH3O2		= CH4O	+ O2		1.071259e-01
  T1	O3			= O2	+ O		9.340457e-02
  R254	HO2	+ CH3O2		= CH4O2	+ O2		1.307774e-02
  R387	NO3	+ NO3		= NO2	+ NO2	+ O2	8.501607e-03
  R459	O(1D)	+ N2O		= O2	+ N2		2.656645e-03
  R384	NO3	+ CH3O2		= CH3O	+ NO2	+ O2	5.725436e-06
  R553	SO2	+ O		= SO	+ O2		8.848943e-07
  R432	O	+ CNO		= CN	+ O2		7.641853e-08
  R472	O3	+ CH3O2		= CH3O	+ O2	+ O2	4.974545e-10 (x2)
  R85	CH3O2	+ CH3O2		= CH3O	+ CH3O	+ O2	7.379093e-15
  R86	CH3O2	+ CH3O2		= CH4O	+ CH2O	+ O2	4.502497e-15
  T2	HO2			= O2	+ H		8.963235e-16
  R244	HO2	+ C2H2		= C2H3	+ O2		4.012221e-17
  R156	H	+ CH3O2		= CH4	+ O2		3.889229e-17
  R126	CS	+ O3		= O2	+ OCS		6.568630e-23
  R555	SO3	+ O		= SO2	+ O2		3.160656e-25

O2				LOSS RXS		INT RX RATE	TL = 1.33e+12

  M17	H	+ O2		= HO2			1.065178e+12
  R645	O2	+ CHO2		= HO2	+ CO2		7.725154e+10
  M35	O	+ O2		= O3			6.932892e+10
  P2	O2			= O	+ O(1D)		4.296060e+10
  R118	CHO	+ O2		= CO	+ HO2		3.934458e+10
  P1	O2			= O	+ O		3.344852e+10
  R273	HSO2	+ O2		= HO2	+ SO2		3.613193e+08
  R536	S	+ O2		= SO	+ O		1.338335e+08
  R6	C	+ O2		= CO	+ O		9.800245e+07
  R464	O(1D)	+ O2		= O	+ O2		1.791382e+07
  M4	CH3	+ O2		= CH3O2			1.023302e+07
  R81	CH3O	+ O2		= CH2O	+ HO2		7.446653e+06
  R275	HSO3	+ O2		= HO2	+ SO3		3.294720e+06
  M21	HS	+ O2		= HSO2			1.670989e+05
  R544	SO	+ O2		= SO2	+ O		2.282255e+04
  R26	C2H5O	+ O2		= C2H4O	+ HO2		9.722002e+03
  R558	HSO	+ O2		= OH	+ SO2		3.289690e+03
  R293	N	+ O2		= NO	+ O		1.357267e+02
  R268	HS	+ O2		= SO	+ OH		2.982125e+00
  R562	SO21	+ O2		= O	+ SO3		1.982274e-04
  R306	NH	+ O2		= OH	+ NO		3.599807e-07
  R307	NH	+ O2		= O	+ HNO		3.681075e-13
  R540	CS	+ O2		= OCS	+ O		4.453244e-20
  R89	CH3S	+ O2		= CH3	+ SO2		0.000000e+00

************************************************************

HNO				PRODUCTION RXS		INT RX RATE	TP = 1.26e+12

  R348	NO	+ CHO		= CO	+ HNO		9.260026e+11
  M15	H	+ NO		= HNO			3.086803e+11
  R573	HSO	+ NO		= HNO	+ SO		2.693321e+10
  R346	NO	+ CH3O		= CH2O	+ HNO		1.443646e+08
  R335	NO	+ C2H5O		= C2H4O	+ HNO		1.404714e+07
  R175	H	+ HNO2		= OH	+ HNO		9.057594e+05
  R365	NO2	+ CH3		= CH2O	+ HNO		6.682494e+05
  R322	NH2	+ O		= H	+ HNO		1.916017e+05
  R283	N	+ CH4O		= CH3	+ HNO		3.783906e-02
  T51	CH3NO2			= CH2O	+ HNO		1.944154e-05
  R302	NH	+ NO2		= NO	+ HNO		6.558373e-06
  R308	NH	+ OH		= H	+ HNO		4.495185e-07
  R307	NH	+ O2		= O	+ HNO		3.681075e-13

HNO				LOSS RXS		INT RX RATE	TL = 1.26e+12

  P71	HNO			= NO	+ H		7.120671e+11
  R172	H	+ HNO		= H2	+ NO		3.494599e+11
  R439	O	+ HNO		= OH	+ NO		1.967935e+11
  R519	OH	+ HNO		= H2O	+ NO		2.547328e+09
  R237	HNO	+ CHO		= CH2O	+ NO		3.866233e+08
  R236	HNO	+ CH3O		= CH4O	+ NO		3.171395e+08
  R235	HNO	+ CH3		= CH4	+ NO		1.731332e+08
  R173	H	+ HNO		= OH	+ NH		1.161999e+00
  R239	HNO	+ CNO		= HCNO	+ NO		9.470808e-03
  R238	HNO	+ CN		= HCN	+ NO		3.683839e-06
  R174	H	+ HNO		= NH2	+ O		7.830646e-10
  T8	HNO			= H	+ NO		4.312722e-12

************************************************************

CHO				PRODUCTION RXS		INT RX RATE	TP = 1.21e+12

  M12	H	+ CO		= CHO			1.191638e+12
  P20	CH2O			= CHO	+ H		1.088443e+10
  R272	HS	+ CH2O		= H2S	+ CHO		1.284343e+09
  R493	OH	+ CH2O		= CHO	+ H2O		7.978552e+08
  R148	H	+ CH2O		= H2	+ CHO		7.221032e+08
  R413	O	+ CH2O		= CHO	+ OH		1.453377e+08
  P22	C2H4O			= CHO	+ CH3		1.497570e+07
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	4.552343e+06
  R133	H	+ C2H3O		= CHO	+ CH3		3.712887e+06
  R138	H	+ C2H4O		= CH4	+ CHO		5.134920e+05
  R398	O	+ C2H4		= CH3	+ CHO		1.266574e+05
  R79	CH3O	+ CH2O		= CH4O	+ CHO		1.335942e+03
  P27	CH2O2			= CHO	+ OH		1.565480e+01
  R66	CH3	+ CH2O		= CH4	+ CHO		1.431320e+01
  R53	CH2O	+ C2H5		= C2H6	+ CHO		5.553467e+00
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.572800e-01
  R338	NO	+ CH		= N	+ CHO		3.598966e-02
  R547	SO2	+ CH		= CHO	+ SO		2.312311e-02
  R361	NO2	+ C2HO		= CO	+ CHO	+ NO	1.654337e-03
  R56	CH2O	+ CNO		= HCNO	+ CHO		1.244798e-03
  R362	NO2	+ CH		= CHO	+ NO		5.031353e-05
  R55	CH2O	+ CN		= HCN	+ CHO		1.293077e-05
  R52	CH2O	+ C2H3O		= C2H4O	+ CHO		4.277662e-08
  R51	CH2O	+ C2H3		= C2H4	+ CHO		3.541445e-09
  R54	CH2O	+ CH3O2		= CHO	+ CH4O2		1.015869e-12
  R474	OCS	+ CH		= CHO	+ CS		4.152124e-15
  T33	C2H4O			= CHO	+ CH3		1.388810e-36
  R121	CO	+ C2H4		= C2H3	+ CHO		1.021303e-59
  R120	CO	+ C2H2		= C2H	+ CHO		1.433337e-78

CHO				LOSS RXS		INT RX RATE	TL = 1.21e+12

  R348	NO	+ CHO		= CO	+ HNO		9.260026e+11
  R162	H	+ CHO		= CO	+ H2		1.228886e+11
  R118	CHO	+ O2		= CO	+ HO2		3.934458e+10
  R426	O	+ CHO		= CO	+ OH		2.845987e+10
  R427	O	+ CHO		= CO2	+ H		2.845987e+10
  M10	H	+ CHO		= CH2O			2.234383e+10
  R543	SO	+ CHO		= HSO	+ CO		1.366900e+10
  T46	CHO			= CO	+ H		5.663785e+09
  R569	S	+ CHO		= HS	+ CO		5.319015e+09
  R561	CHO	+ CHO		= CH2O	+ CO		3.168210e+09 (x2)
  R369	NO2	+ CHO		= NO	+ CO	+ OH	2.427920e+09
  R267	HS	+ CHO		= H2S	+ CO		1.684225e+09
  R368	NO2	+ CHO		= NO	+ CHO2		1.644916e+09
  R504	OH	+ CHO		= CO	+ H2O		5.726907e+08
  R237	HNO	+ CHO		= CH2O	+ NO		3.866233e+08
  R370	NO2	+ CHO		= NO	+ CO2	+ H	2.145167e+08
  R71	CH3	+ CHO		= CH4	+ CO		2.805175e+07
  R112	CHO	+ C2H5		= C2H6	+ CO		1.887083e+07
  R114	CHO	+ CH3O		= CH2O	+ CH2O		1.358829e+07
  R113	CHO	+ CH3O		= CH4O	+ CO		6.794144e+06
  R111	CHO	+ C2H4O		= CH4	+ CO	+ CHO	4.552343e+06
  R70	CH3	+ CHO		= C2H4O			4.207762e+06
  R110	CHO	+ C2H3O		= C2H4O	+ CO		7.907884e+04
  R206	H2	+ CHO		= CH2O	+ H		1.288444e+01
  R109	CHO	+ C2H3		= C2H4	+ CO		1.259198e-01
  R227	H2O2	+ CHO		= CH2O	+ HO2		8.725668e-02
  R115	CHO	+ CH4O		= CH2O	+ CH3O		5.964471e-02
  R50	CH2	+ CHO		= CO	+ CH3		1.094064e-02
  R117	CHO	+ CNO		= HCNO	+ CO		3.038944e-04
  R98	CH4	+ CHO		= CH2O	+ CH3		4.831412e-06
  R108	CHO	+ C2H		= C2H2	+ CO		1.585758e-06
  R568	NO2	+ CHO		= CO	+ HNO2		7.809486e-07
  R116	CHO	+ CN		= HCN	+ CO		3.078995e-07

************************************************************

HO2				PRODUCTION RXS		INT RX RATE	TP = 1.18e+12

  M17	H	+ O2		= HO2			1.065178e+12
  R645	O2	+ CHO2		= HO2	+ CO2		7.725154e+10
  R118	CHO	+ O2		= CO	+ HO2		3.934458e+10
  R273	HSO2	+ O2		= HO2	+ SO2		3.613193e+08
  P18	HNO4			= NO2	+ HO2		5.562916e+07
  R513	OH	+ H2O2		= H2O	+ HO2		1.319926e+07
  R81	CH3O	+ O2		= CH2O	+ HO2		7.446653e+06
  R275	HSO3	+ O2		= HO2	+ SO3		3.294720e+06
  R524	OH	+ NO3		= HO2	+ NO2		5.894818e+05
  T13	HNO4			= HO2	+ NO2		3.916807e+05
  R168	H	+ H2O2		= H2	+ HO2		2.139189e+05
  R525	OH	+ O3		= HO2	+ O2		1.177436e+05
  R434	O	+ H2O2		= OH	+ HO2		7.428007e+04
  R26	C2H5O	+ O2		= C2H4O	+ HO2		9.722002e+03
  R224	H2O2	+ CH3		= CH4	+ HO2		2.430735e+02
  R223	H2O2	+ C2H5		= C2H6	+ HO2		5.878532e-01
  R227	H2O2	+ CHO		= CH2O	+ HO2		8.725668e-02
  R225	H2O2	+ CH3O		= CH4O	+ HO2		4.644986e-03
  R221	H2O2	+ C2H3		= C2H4	+ HO2		2.097087e-05
  R222	H2O2	+ C2H3O		= C2H4O	+ HO2		5.393557e-07
  T11	HNO3			= HO2	+ NO		3.891072e-12
  R226	H2O2	+ CH3O2		= CH4O2	+ HO2		1.178832e-14
  R556	SO3	+ OH		= HO2	+ SO2		3.464539e-24

HO2				LOSS RXS		INT RX RATE	TL = 1.18e+12

  R441	O	+ HO2		= OH	+ O2		6.059814e+11
  R180	H	+ HO2		= OH	+ OH		4.448981e+11
  R259	HO2	+ NO		= OH	+ NO2		6.269636e+10
  R182	H	+ HO2		= H2	+ O2		4.263606e+10
  R522	OH	+ HO2		= H2O	+ O2		1.029074e+10
  R181	H	+ HO2		= O	+ H2O		9.886623e+09
  P5	HO2			= O	+ OH		5.427175e+09
  R257	HO2	+ HO2		= H2O2	+ O2		1.293006e+08 (x2)
  M20	HO2	+ NO2		= HNO4			7.214877e+07
  M19	HO2	+ HO2		= H2O2	+ O2		1.596380e+07 (x2)
  R570	S	+ HO2		= HS	+ O2		1.450494e+07
  R571	S	+ HO2		= SO	+ OH		1.450494e+07
  R263	HS	+ HO2		= OH	+ HSO		5.852835e+06
  R260	HO2	+ NO3		= OH	+ NO2	+ O2	4.860502e+05
  R247	HO2	+ C2H3O		= OH	+ CH3	+ CO2	2.371646e+05
  R261	HO2	+ O3		= OH	+ O2	+ O2	1.191071e+04
  R551	SO2	+ HO2		= HSO2	+ O2		1.865555e+03
  R250	HO2	+ C2H5		= C2H4	+ H2O2		1.291213e+03
  R251	HO2	+ C2H5		= C2H6	+ O2		1.291213e+03
  R258	HO2	+ NH2		= NH3	+ O2		5.684992e+02
  R252	HO2	+ CH2O		= CHO	+ H2O2		2.572800e-01
  R246	HO2	+ C2H3		= OH	+ CH3	+ CO	4.094657e-02
  R254	HO2	+ CH3O2		= CH4O2	+ O2		1.307774e-02
  R255	HO2	+ CH4O		= CH3O	+ H2O2		3.627373e-03
  R209	H2	+ HO2		= H2O2	+ H		3.114845e-05
  R248	HO2	+ C2H4		= C2H4O	+ OH		9.053830e-07
